EDGE	database	loci	loci_gene_sequential	loci_sequential	details
1063552	embplant_mt	ccmFC,ccmFc	ccmFc>>ccmFC	ccmFc>>ccmFC	ccmFc(12-778,embplant_mt)>>ccmFC(12-778,embplant_mt)
1392224	embplant_pt	ndhB	ndhB>>9236306	ndhB>>9236306	ndhB(357-431,embplant_pt)>>9236306
139482	embplant_pt	rps12_2	rps12_2>>9221936	rps12_2>>9221936	rps12_2(589-679,embplant_pt)>>9221936
1532834	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-370,embplant_pt)
1603396	embplant_pt	psaA,rpl2	rpl2>>psaA>>9212068	rpl2>>psaA>>9212068	rpl2(3-75,embplant_pt)>>psaA(63-130,embplant_pt)>>9212068
1926796	embplant_pt	psaA	psaA>>9232974	psaA>>9232974	psaA(1-144,embplant_pt)>>9232974
1975548	embplant_pt	ycf2	ycf2>>2472630	ycf2>>2472630	ycf2(1-251,embplant_pt)>>2472630
224034	embplant_mt	cob	cob	cob	cob(1-333,embplant_mt)
239924	embplant_pt	rpl2	rpl2>>8849788	rpl2>>8849788	rpl2(1-75,embplant_pt)>>8849788
2472630	embplant_pt	ycf2	ycf2>>8823754	ycf2>>8823754	ycf2(1-114,embplant_pt)>>8823754
2622586	embplant_pt	rpoC1	rpoC1>>9229526	rpoC1>>9229526	rpoC1(1-375,embplant_pt)>>9229526
443352	embplant_mt	atp6	atp6	atp6	atp6(1-274,embplant_mt)
568714	embplant_pt	psaA	psaA>>9236300	psaA>>9236300	psaA(1-216,embplant_pt)>>9236300
77184	embplant_pt	rbcL	rbcL>>9235322	rbcL>>9235322	rbcL(1-277,embplant_pt)>>9235322
8216852	embplant_pt	ycf3	ycf3>>2409920	ycf3>>2409920	ycf3(153-304,embplant_pt)>>2409920
8258988	embplant_pt	psaA	psaA>>9236300	psaA>>9236300	psaA(1-75,embplant_pt)>>9236300
8325640	embplant_pt	rps4	rps4>>8860124	rps4>>8860124	rps4(940-1113,embplant_pt)>>8860124
8372580	embplant_pt	psbB	psbB>>9182120	psbB>>9182120	psbB(1-266,embplant_pt)>>9182120
8380790	embplant_pt	rps4	rps4>>8428970	rps4>>8428970	rps4(22-142,embplant_pt)>>8428970
8399442	embplant_mt	ccmFC,ccmFc	ccmFc>>ccmFC	ccmFc>>ccmFC	ccmFc(253-796,embplant_mt)>>ccmFC(256-791,embplant_mt)
8405252	embplant_pt	ndhK	ndhK>>9226576	ndhK>>9226576	ndhK(68-265,embplant_pt)>>9226576
8408458	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(1-1100,embplant_mt)>>atpA(190-620,embplant_pt)
8424336	embplant_pt	rps4	rps4>>8380790	rps4>>8380790	rps4(1-312,embplant_pt)>>8380790
8428970	embplant_pt	rps4	rps4>>8380790	rps4>>8380790	rps4(1-311,embplant_pt)>>8380790
8445136	embplant_pt	ycf2	ycf2>>9235232	ycf2>>9235232	ycf2(1-591,embplant_pt)>>9235232
8474608	embplant_mt;embplant_pt	rrnL;rrn23	rrnL>>rrn23	rrnL>>rrn23	rrnL(1-574,embplant_mt)>>rrn23(104-260,embplant_pt)
8495674	embplant_pt	rps12_2	rps12_2>>9221936	rps12_2>>9221936	rps12_2(646-717,embplant_pt)>>9221936
8498908	embplant_pt	ycf2	ycf2>>8884394	ycf2>>8884394	ycf2(1-168,embplant_pt)>>8884394
8502688	embplant_pt	psbZ	psbZ	psbZ	psbZ(1-120,embplant_pt)
8521484	embplant_mt	rpl16	rpl16	rpl16	rpl16(829-1005,embplant_mt)
8532396	embplant_pt	rpoC2	rpoC2>>9225380	rpoC2>>9225380	rpoC2(1-300,embplant_pt)>>9225380
8534528	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
8612822	embplant_pt	ycf3	ycf3>>9229908	ycf3>>9229908	ycf3(31-175,embplant_pt)>>9229908
8619104	embplant_pt	rbcL	rbcL>>9235322	rbcL>>9235322	rbcL(1-609,embplant_pt)>>9235322
8704390	embplant_pt	psbT	psbT>>9182120	psbT>>9182120	psbT(563-634,embplant_pt)>>9182120
8710602	embplant_pt	rpoC1	rpoC1>>9211040	rpoC1>>9211040	rpoC1(6-383,embplant_pt)>>9211040
8717206	embplant_pt	psaA	psaA>>9236300	psaA>>9236300	psaA(1-291,embplant_pt)>>9236300
8731208	embplant_pt	psbC	psbC>>8866980	psbC>>8866980	psbC(1-124,embplant_pt)>>8866980
8751006	embplant_pt	psaB	psaB>>9212068	psaB>>9212068	psaB(1143-1214,embplant_pt)>>9212068
8773156	embplant_pt	rbcL	rbcL>>9236888	rbcL>>9236888	rbcL(679-793,embplant_pt)>>9236888
8794162	embplant_pt	rrn16	rrn16	rrn16	rrn16(791-1063,embplant_pt)
8794932	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(32-573,embplant_mt)>>rrn16(200-461,embplant_pt)>>rrnS(684-1590,embplant_mt)>>rrn16(831-1586,embplant_pt)
8823754	embplant_pt	ycf2	ycf2>>2472630	ycf2>>2472630	ycf2(1-287,embplant_pt)>>2472630
8829582	embplant_mt;embplant_pt	rps13;rrn23	rrn23>>rps13	rrn23>>rps13	rrn23(1-75,embplant_pt)>>rps13(371-701,embplant_mt)
8833728	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>9235232	ndhB>>ycf15>>ycf2>>9235232	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>9235232
8837362	embplant_pt	rbcL	rbcL>>355988	rbcL>>355988	rbcL(1-289,embplant_pt)>>355988
8842592	embplant_pt	rps4	rps4>>8860124	rps4>>8860124	rps4(1283-1451,embplant_pt)>>8860124
