EDGE	database	loci	loci_gene_sequential	loci_sequential	details
12780474	embplant_mt	ND5,nad5	nad5>>ND5	nad5>>ND5	nad5(335-521,embplant_mt)>>ND5(335-517,embplant_mt)
12922852	embplant_pt	rps4	rps4>>14333138	rps4>>14333138	rps4(940-1113,embplant_pt)>>14333138
12951866	embplant_mt	nad9	nad9	nad9	nad9(959-1531,embplant_mt)
13074278	embplant_mt	rrnL	rrnL	rrnL	rrnL(1-923,embplant_mt)
13086730	embplant_pt	ycf2	ycf2>>14151130	ycf2>>14151130	ycf2(1-591,embplant_pt)>>14151130
13096404	embplant_mt	nad7	nad7	nad7	nad7(1091-1283,embplant_mt)
13141024	embplant_pt	ycf3	ycf3	ycf3	ycf3(31-182,embplant_pt)
13150172	embplant_mt	nad7	nad7	nad7	nad7(189-451,embplant_mt)
13167058	embplant_pt	psbZ	psbZ	psbZ	psbZ(1-120,embplant_pt)
13192998	embplant_mt	rpl16,rps3	rpl16>>rps3	rpl16>>rps3	rpl16(1048-1605,embplant_mt)>>rps3(1451-1773,embplant_mt)
13195718	embplant_mt	nad4	nad4	nad4	nad4(366-454,embplant_mt)
13211492	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
13234878	embplant_pt	rps12_2	rps12_2	rps12_2	rps12_2(1-91,embplant_pt)
13248794	embplant_mt	atp8	atp8>>12905898	atp8>>12905898	atp8(260-739,embplant_mt)>>12905898
13286120	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(228-1744,embplant_mt)>>atpA(1039-1469,embplant_pt)
13321296	embplant_pt	ycf3	ycf3>>14336424	ycf3>>14336424	ycf3(31-175,embplant_pt)>>14336424
13445038	embplant_mt	nad4L	nad4L	nad4L	nad4L(2137-2318,embplant_mt)
13480932	embplant_mt	rpl2	rpl2	rpl2	rpl2(2985-3565,embplant_mt)
13531184	embplant_mt	nad1	nad1	nad1	nad1(937-1019,embplant_mt)
13533618	embplant_pt	rps4	rps4	rps4	rps4(1259-1371,embplant_pt)
13545456	embplant_pt	rbcL	rbcL>>14337026	rbcL>>14337026	rbcL(1112-1226,embplant_pt)>>14337026
13549468	embplant_mt	cox2	cox2>>779928	cox2>>779928	cox2(882-964,embplant_mt)>>779928
13557188	embplant_pt	rrn23	rrn23>>14145322	rrn23>>14145322	rrn23(1178-1252,embplant_pt)>>14145322
13557638	embplant_mt	nad2	nad2	nad2	nad2(3872-3935,embplant_mt)
13563010	embplant_mt	rps3,rps4	rps4>>rps3	rps4>>rps3	rps4(111-1124,embplant_mt)>>rps3(1593-1666,embplant_mt)
13563128	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(139-680,embplant_mt)>>rrn16(307-568,embplant_pt)>>rrnS(791-2052,embplant_mt)>>rrn16(938-1796,embplant_pt)
13563600	embplant_mt	nad4	nad4	nad4	nad4(3-444,embplant_mt)
13594256	embplant_mt	cob	cob	cob	cob(282-1445,embplant_mt)
13623690	embplant_mt;embplant_pt	rps13;rrn23	rrn23>>rps13	rrn23>>rps13	rrn23(1-75,embplant_pt)>>rps13(371-721,embplant_mt)
13629592	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>14151130	ndhB>>ycf15>>ycf2>>14151130	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>14151130
13634476	embplant_pt	rbcL	rbcL>>14337058	rbcL>>14337058	rbcL(1-289,embplant_pt)>>14337058
13637948	embplant_mt	atp6	atp6>>14348374	atp6>>14348374	atp6(304-1067,embplant_mt)>>14348374
13641686	embplant_pt	rps4	rps4>>14333138	rps4>>14333138	rps4(1283-1451,embplant_pt)>>14333138
