EDGE	database	loci	loci_gene_sequential	loci_sequential	details
10021944	embplant_pt	ycf2	ycf2>>10992236	ycf2>>10992236	ycf2(1-591,embplant_pt)>>10992236
10087626	embplant_pt	rrn23	rrn23>>11183558	rrn23>>11183558	rrn23(3993-4476,embplant_pt)>>11183558
10101814	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>10986716	rps13>>rrn23>>10986716	rps13(182-532,embplant_mt)>>rrn23(828-902,embplant_pt)>>10986716
10228388	embplant_pt	ycf3	ycf3>>11183294	ycf3>>11183294	ycf3(31-175,embplant_pt)>>11183294
10285464	embplant_mt	rrn5	rrn5>>727172	rrn5>>727172	rrn5(6144-6259,embplant_mt)>>727172
10490332	embplant_mt	nad3,rps12,sdh3	sdh3>>nad3>>rps12>>11183294	sdh3>>nad3>>rps12>>11183294	sdh3(1-174,embplant_mt)>>nad3(767-1123,embplant_mt)>>rps12(1172-1549,embplant_mt)>>11183294
10496666	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>10992236	ndhB>>ycf15>>ycf2>>10992236	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>10992236
10501000	embplant_pt	rbcL	rbcL>>11183950	rbcL>>11183950	rbcL(1-289,embplant_pt)>>11183950
10504850	embplant_mt	rpl16,rps3,rps4	rps4>>rps3>>rpl16>>727172	rps4>>rps3>>rpl16>>727172	rps4(3527-4540,embplant_mt)>>rps3(5009-8177,embplant_mt)>>rpl16(8023-8580,embplant_mt)>>727172
10506800	embplant_pt	ycf1	ycf1>>10995812	ycf1>>10995812	ycf1(2-1509,embplant_pt)>>10995812
10507276	embplant_pt	rps4	rps4>>11179678	rps4>>11179678	rps4(1283-1451,embplant_pt)>>11179678
10514328	embplant_mt	cob,nad7,rpl5,rps14	nad7>>cob>>rps14>>rpl5>>9853618	nad7>>cob>>rps14>>rpl5>>9853618	nad7(9024-13816,embplant_mt)>>cob(15756-16919,embplant_mt)>>rps14(21099-21401,embplant_mt)>>rpl5(21403-21957,embplant_mt)>>9853618
10524964	embplant_pt	ycf3	ycf3>>968728	ycf3>>968728	ycf3(31-182,embplant_pt)>>968728
10530814	embplant_mt	ND5,nad1,nad5,rps10	nad5>>ND5>>nad5>>nad1>>rps10>>595270	nad5>>ND5>>nad5>>nad1>>rps10>>595270	nad5(18706-19923,embplant_mt)>>ND5(18706-20981,embplant_mt)>>nad5(20752-20981,embplant_mt)>>nad1(21108-23764,embplant_mt)>>rps10(28801-29875,embplant_mt)>>595270
10533142	embplant_mt;embplant_pt	ND5,atp1,ccmFC,ccmFc,nad4,nad5;atpA	atp1>>atpA>>ccmFc>>ccmFC>>ccmFc>>ccmFC>>nad5>>ND5>>nad5>>ND5>>nad4	atp1>>atpA>>ccmFc>>ccmFC>>ccmFc>>ccmFC>>nad5>>ND5>>nad5>>ND5>>nad4	atp1(4269-5785,embplant_mt)>>atpA(5080-5510,embplant_pt)>>ccmFc(8159-8925,embplant_mt)>>ccmFC(8159-8925,embplant_mt)>>ccmFc(9872-10420,embplant_mt)>>ccmFC(9875-10419,embplant_mt)>>nad5(20955-21085,embplant_mt)>>ND5(20964-21085,embplant_mt)>>nad5(22103-22497,embplant_mt)>>ND5(22103-22497,embplant_mt)>>nad4(23839-31523,embplant_mt)
10549156	embplant_mt	nad1	nad1	nad1	nad1(2155-2413,embplant_mt)
10550268	embplant_mt;embplant_pt	matR,mttB,nad1,tatC;psaB	nad1>>matR>>mttB>>tatC>>psaB>>11179754	nad1>>matR>>mttB>>tatC>>psaB>>11179754	nad1(265-650,embplant_mt)>>matR(1016-3601,embplant_mt)>>mttB(4283-5085,embplant_mt)>>tatC(4334-5031,embplant_mt)>>psaB(10213-10284,embplant_pt)>>11179754
10550672	embplant_pt	psbZ,rrn23	rrn23>>psbZ>>11179050	rrn23>>psbZ>>11179050	rrn23(1-75,embplant_pt)>>psbZ(12966-13085,embplant_pt)>>11179050
10550994	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>727172	rrnS>>rrn16>>rrnS>>727172	rrnS(20757-22018,embplant_mt)>>rrn16(21013-21871,embplant_pt)>>rrnS(22129-22670,embplant_mt)>>727172
10551958	embplant_pt	rps12_2,rps4	rps12_2>>rps4>>10961764	rps12_2>>rps4>>10961764	rps12_2(1-91,embplant_pt)>>rps4(7513-7625,embplant_pt)>>10961764
10557300	embplant_pt	ycf2	ycf2>>10992236	ycf2>>10992236	ycf2(1-587,embplant_pt)>>10992236
10561780	embplant_pt	psbC,rbcL	psbC>>rbcL>>11183882	psbC>>rbcL>>11183882	psbC(1-124,embplant_pt)>>rbcL(24982-25096,embplant_pt)>>11183882
10570474	embplant_mt;embplant_pt	nad9;rps12_2	rps12_2>>nad9>>11196256	rps12_2>>nad9>>11196256	rps12_2(4-75,embplant_pt)>>nad9(3375-3947,embplant_mt)>>11196256
10601300	embplant_mt	atp8,cox3,sdh4	atp8>>cox3>>sdh4>>11183558	atp8>>cox3>>sdh4>>11183558	atp8(70-549,embplant_mt)>>cox3(2838-3635,embplant_mt)>>sdh4(3563-3947,embplant_mt)>>11183558
10617242	embplant_mt	rpl2	rpl2>>968728	rpl2>>968728	rpl2(15350-16326,embplant_mt)>>968728
10617402	embplant_mt;embplant_pt	ND2,atp4,atp6,nad2,nad4L,nad6;ndhB	ndhB>>nad4L>>atp4>>nad2>>ND2>>nad2>>ND2>>nad2>>ND2>>nad6>>atp6>>11196254	ndhB>>nad4L>>atp4>>nad2>>ND2>>nad2>>ND2>>nad2>>ND2>>nad6>>atp6>>11196254	ndhB(1-75,embplant_pt)>>nad4L(6641-6943,embplant_mt)>>atp4(7140-7685,embplant_mt)>>nad2(23679-23839,embplant_mt)>>ND2(23679-23839,embplant_mt)>>nad2(25257-25829,embplant_mt)>>ND2(25257-25829,embplant_mt)>>nad2(27281-27469,embplant_mt)>>ND2(27281-27465,embplant_mt)>>nad6(39561-40178,embplant_mt)>>atp6(41376-42139,embplant_mt)>>11196254
10624266	embplant_mt;embplant_pt	ccmFN,ccmFn;ndhB	ccmFn>>ccmFN>>ndhB>>10993130	ccmFn>>ccmFN>>ndhB>>10993130	ccmFn(2126-3853,embplant_mt)>>ccmFN(2126-3823,embplant_mt)>>ndhB(12862-13231,embplant_pt)>>10993130
