EDGE	database	loci	loci_gene_sequential	loci_sequential	details
10254	embplant_pt	rrn23	rrn23	rrn23	rrn23(1-484,embplant_pt)
11628	embplant_pt	ycf2	ycf2>>43580	ycf2>>43580	ycf2(1-114,embplant_pt)>>43580
11630	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
11918	embplant_pt	psbB	psbB>>45002	psbB>>45002	psbB(1-266,embplant_pt)>>45002
2826	embplant_pt	psaA	psaA>>44996	psaA>>44996	psaA(1-216,embplant_pt)>>44996
2828	embplant_pt	psaA	psaA>>44996	psaA>>44996	psaA(1-75,embplant_pt)>>44996
3700	embplant_pt	rps12_2	rps12_2	rps12_2	rps12_2(1-91,embplant_pt)
38952	embplant_pt	rrn16	rrn16	rrn16	rrn16(258-530,embplant_pt)
402	embplant_pt	rbcL	rbcL>>44984	rbcL>>44984	rbcL(1-277,embplant_pt)>>44984
41858	embplant_pt	rps4	rps4>>44894	rps4>>44894	rps4(1-311,embplant_pt)>>44894
43488	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16	rrnS>>rrn16	rrnS(4-499,embplant_mt)>>rrn16(106-466,embplant_pt)
43580	embplant_pt	ycf2	ycf2>>44990	ycf2>>44990	ycf2(1-287,embplant_pt)>>44990
43960	embplant_pt	psbZ	psbZ>>44882	psbZ>>44882	psbZ(1-144,embplant_pt)>>44882
44028	embplant_pt	rbcL	rbcL>>44984	rbcL>>44984	rbcL(1-609,embplant_pt)>>44984
44084	embplant_pt	psaA	psaA>>44966	psaA>>44966	psaA(1-291,embplant_pt)>>44966
44170	embplant_pt	rpl2	rpl2>>44570	rpl2>>44570	rpl2(95-458,embplant_pt)>>44570
4438	embplant_pt	rrn23	rrn23	rrn23	rrn23(1-75,embplant_pt)
