EDGE	database	loci	loci_gene_sequential	loci_sequential	details
1096058	embplant_pt	ndhB	ndhB>>7316272	ndhB>>7316272	ndhB(357-431,embplant_pt)>>7316272
110358	embplant_pt	rps12_2	rps12_2>>7302356	rps12_2>>7302356	rps12_2(589-679,embplant_pt)>>7302356
1192596	embplant_pt	rrn23	rrn23>>7306168	rrn23>>7306168	rrn23(347-830,embplant_pt)>>7306168
1206632	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-370,embplant_pt)
1261756	embplant_pt	psaA,rpl2	rpl2>>psaA>>7293500	rpl2>>psaA>>7293500	rpl2(3-75,embplant_pt)>>psaA(63-130,embplant_pt)>>7293500
1515210	embplant_pt	psaA	psaA>>7312792	psaA>>7312792	psaA(1-144,embplant_pt)>>7312792
1553510	embplant_pt	ycf2	ycf2>>1945010	ycf2>>1945010	ycf2(1-251,embplant_pt)>>1945010
176636	embplant_mt	cob	cob	cob	cob(1-333,embplant_mt)
189230	embplant_pt	rpl2	rpl2>>6977812	rpl2>>6977812	rpl2(1-75,embplant_pt)>>6977812
1900150	embplant_pt	rrn23	rrn23>>7310262	rrn23>>7310262	rrn23(491-565,embplant_pt)>>7310262
1945010	embplant_pt	ycf2	ycf2>>6956622	ycf2>>6956622	ycf2(1-114,embplant_pt)>>6956622
1988578	embplant_pt	psbB	psbB>>7310152	psbB>>7310152	psbB(1-266,embplant_pt)>>7310152
2062612	embplant_pt	rpoC1	rpoC1>>7309670	rpoC1>>7309670	rpoC1(1-375,embplant_pt)>>7309670
349502	embplant_mt	atp6	atp6	atp6	atp6(1-274,embplant_mt)
448060	embplant_pt	psaA	psaA>>7316266	psaA>>7316266	psaA(1-216,embplant_pt)>>7316266
61088	embplant_pt	rbcL	rbcL>>7315394	rbcL>>7315394	rbcL(1-277,embplant_pt)>>7315394
6452210	embplant_pt	psbZ	psbZ>>6991830	psbZ>>6991830	psbZ(226-345,embplant_pt)>>6991830
6457442	embplant_pt	ycf3	ycf3>>1895044	ycf3>>1895044	ycf3(153-304,embplant_pt)>>1895044
6487556	embplant_pt	rrn16	rrn16	rrn16	rrn16(568-840,embplant_pt)
6490294	embplant_pt	psaA	psaA>>7316266	psaA>>7316266	psaA(1-75,embplant_pt)>>7316266
6546004	embplant_pt	rps4	rps4>>6986264	rps4>>6986264	rps4(940-1113,embplant_pt)>>6986264
6592072	embplant_pt	rps4	rps4>>6632696	rps4>>6632696	rps4(22-142,embplant_pt)>>6632696
6607924	embplant_mt	ccmFC,ccmFc	ccmFc>>ccmFC	ccmFc>>ccmFC	ccmFc(125-441,embplant_mt)>>ccmFC(128-441,embplant_mt)
6612744	embplant_pt	ndhK	ndhK>>7306770	ndhK>>7306770	ndhK(68-265,embplant_pt)>>7306770
6615378	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(1-860,embplant_mt)>>atpA(190-620,embplant_pt)
6628796	embplant_pt	rps4	rps4>>6592072	rps4>>6592072	rps4(1-312,embplant_pt)>>6592072
6632696	embplant_pt	rps4	rps4>>6592072	rps4>>6592072	rps4(1-311,embplant_pt)>>6592072
6646230	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-458,embplant_pt)
6688266	embplant_pt	rps12_2	rps12_2>>7302356	rps12_2>>7302356	rps12_2(646-717,embplant_pt)>>7302356
6690924	embplant_pt	ycf2	ycf2>>7315388	ycf2>>7315388	ycf2(1-168,embplant_pt)>>7315388
6699496	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>7310262	rps13>>rrn23>>7310262	rps13(1-331,embplant_mt)>>rrn23(627-701,embplant_pt)>>7310262
6709294	embplant_mt	rpl16	rpl16	rpl16	rpl16(829-1005,embplant_mt)
6718234	embplant_pt	rpoC2	rpoC2>>7305926	rpoC2>>7305926	rpoC2(1-300,embplant_pt)>>7305926
6719996	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
6728840	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(1-382,embplant_mt)>>rrn16(9-270,embplant_pt)>>rrnS(493-1380,embplant_mt)>>rrn16(640-1272,embplant_pt)
6774572	embplant_pt	psaB	psaB>>7293500	psaB>>7293500	psaB(404-475,embplant_pt)>>7293500
6784258	embplant_pt	ycf3	ycf3>>7310256	ycf3>>7310256	ycf3(31-175,embplant_pt)>>7310256
6789302	embplant_pt	rbcL	rbcL>>7315394	rbcL>>7315394	rbcL(1-609,embplant_pt)>>7315394
6859018	embplant_pt	psbT	psbT>>7254278	psbT>>7254278	psbT(563-634,embplant_pt)>>7254278
6864068	embplant_pt	rpoC1	rpoC1>>7292684	rpoC1>>7292684	rpoC1(6-383,embplant_pt)>>7292684
6869412	embplant_pt	psaA	psaA>>7316266	psaA>>7316266	psaA(1-291,embplant_pt)>>7316266
6880866	embplant_pt	psbC	psbC>>6991830	psbC>>6991830	psbC(1-124,embplant_pt)>>6991830
6915294	embplant_pt	rbcL	rbcL>>7316532	rbcL>>7316532	rbcL(378-492,embplant_pt)>>7316532
6956622	embplant_pt	ycf2	ycf2>>1945010	ycf2>>1945010	ycf2(1-287,embplant_pt)>>1945010
6964698	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>7315388	ndhB>>ycf15>>ycf2>>7315388	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>7315388
6967726	embplant_pt	rbcL	rbcL>>280436	rbcL>>280436	rbcL(1-289,embplant_pt)>>280436
6971966	embplant_pt	rps4	rps4>>6986264	rps4>>6986264	rps4(1283-1451,embplant_pt)>>6986264
6972720	embplant_pt	ycf2	ycf2	ycf2	ycf2(6-185,embplant_pt)
6977812	embplant_pt	rpl23	rpl23>>6981914	rpl23>>6981914	rpl23(136-417,embplant_pt)>>6981914
6977994	embplant_pt	rpoC1	rpoC1	rpoC1	rpoC1(125-901,embplant_pt)
6981914	embplant_pt	rpl2	rpl2>>7063702	rpl2>>7063702	rpl2(85-159,embplant_pt)>>7063702
6986264	embplant_pt	rps4	rps4>>6632696	rps4>>6632696	rps4(15-230,embplant_pt)>>6632696
6991830	embplant_pt	psbZ	psbZ>>7012446	psbZ>>7012446	psbZ(88-231,embplant_pt)>>7012446
6998584	embplant_pt	ycf1	ycf1>>644370	ycf1>>644370	ycf1(361-1868,embplant_pt)>>644370
6999054	embplant_pt	atpB,atpE,ndhC,ndhK	atpB>>atpE>>ndhC>>ndhK>>7306770	atpB>>atpE>>ndhC>>ndhK>>7306770	atpB(703-2199,embplant_pt)>>atpE(2196-2585,embplant_pt)>>ndhC(4350-4712,embplant_pt)>>ndhK(4682-5443,embplant_pt)>>7306770
7011044	embplant_pt	rpl2	rpl2>>7063702	rpl2>>7063702	rpl2(95-458,embplant_pt)>>7063702
7012446	embplant_pt	psaB,psbZ,rps14	psaB>>rps14>>psbZ>>6991830	psaB>>rps14>>psbZ>>6991830	psaB(1-204,embplant_pt)>>rps14(327-629,embplant_pt)>>psbZ(1334-1453,embplant_pt)>>6991830
7062022	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
7062930	embplant_mt;embplant_pt	rrnL;rrn23,rrn4.5,rrn5	rrn5>>rrn4.5>>rrn23>>rrnL>>7310262	rrn5>>rrn4.5>>rrn23>>rrnL>>7310262	rrn5(984-1104,embplant_pt)>>rrn4.5(1329-1430,embplant_pt)>>rrn23(1531-2263,embplant_pt)>>rrnL(1562-2081,embplant_mt)>>7310262
7063702	embplant_pt	rpl2	rpl2>>6981914	rpl2>>6981914	rpl2(1-1200,embplant_pt)>>6981914
7075420	embplant_pt	rps12_2,rps7	rps7>>rps12_2>>7302356	rps7>>rps12_2>>7302356	rps7(151-618,embplant_pt)>>rps12_2(672-772,embplant_pt)>>7302356
7093378	embplant_pt	ndhB	ndhB>>7316272	ndhB>>7316272	ndhB(245-661,embplant_pt)>>7316272
7101876	embplant_pt	infA,petB,petD,psbH,psbN,psbT,rpl14,rpl16,rpl22,rpl36,rpoA,rps11,rps19,rps3,rps8	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>7254278	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>7254278	rps19(41-318,embplant_pt)>>rpl22(417-719,embplant_pt)>>rps3(793-1446,embplant_pt)>>rpl16(2358-2843,embplant_pt)>>rpl14(2984-3352,embplant_pt)>>rps8(3557-3959,embplant_pt)>>infA(4075-4308,embplant_pt)>>rpl36(4405-4518,embplant_pt)>>rps11(4625-5036,embplant_pt)>>rpoA(5115-6110,embplant_pt)>>petD(6311-7557,embplant_pt)>>petB(7772-9161,embplant_pt)>>psbH(9278-9498,embplant_pt)>>psbN(9610-9740,embplant_pt)>>psbT(9802-9908,embplant_pt)>>7254278
7151600	embplant_pt	accD,cemA,clpP,petA,petG,psaI,psaJ,psbB,psbE,psbF,psbJ,psbL,rpl20,rpl33,rps12_1,rps18,ycf4	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>1904158	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>1904158	psbB(1-166,embplant_pt)>>clpP(628-2660,embplant_pt)>>rps12_1(2797-2910,embplant_pt)>>rpl20(3727-4084,embplant_pt)>>rps18(4361-4666,embplant_pt)>>rpl33(4813-5019,embplant_pt)>>psaJ(5490-5624,embplant_pt)>>petG(6330-6443,embplant_pt)>>psbE(7590-7841,embplant_pt)>>psbF(7856-7975,embplant_pt)>>psbL(7999-8115,embplant_pt)>>psbJ(8249-8371,embplant_pt)>>petA(9413-10375,embplant_pt)>>cemA(10585-11271,embplant_pt)>>ycf4(12143-12710,embplant_pt)>>psaI(13141-13251,embplant_pt)>>accD(13998-14825,embplant_pt)>>1904158
7177952	embplant_pt	petN,psbM,rpoB,rpoC1	rpoC1>>rpoB>>petN>>psbM>>7294446	rpoC1>>rpoB>>petN>>psbM>>7294446	rpoC1(143-996,embplant_pt)>>rpoB(1025-4235,embplant_pt)>>petN(6295-6384,embplant_pt)>>psbM(7249-9104,embplant_pt)>>7294446
7254278	embplant_pt	psbB	psbB>>1988578	psbB>>1988578	psbB(30-434,embplant_pt)>>1988578
7283064	embplant_pt	rpoC2	rpoC2>>7309670	rpoC2>>7309670	rpoC2(3-302,embplant_pt)>>7309670
7283774	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>644370	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>644370	ndhF(428-1801,embplant_pt)>>rpl32(2227-2380,embplant_pt)>>ccsA(3446-4397,embplant_pt)>>ndhD(4656-6158,embplant_pt)>>psaC(6278-6523,embplant_pt)>>ndhE(6773-7075,embplant_pt)>>ndhG(7295-7820,embplant_pt)>>ndhI(8203-8676,embplant_pt)>>ndhA(8750-10764,embplant_pt)>>ndhH(10789-11970,embplant_pt)>>rps15(12068-12300,embplant_pt)>>ycf1(12719-15623,embplant_pt)>>644370
7290564	embplant_pt	ndhF	ndhF>>7283774	ndhF>>7283774	ndhF(95-480,embplant_pt)>>7283774
7290806	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>7306168	rrn23>>rrnL>>7306168	rrn23(1-1734,embplant_pt)>>rrnL(97-213,embplant_mt)>>7306168
7292684	embplant_pt	rpoC1	rpoC1>>7177952	rpoC1>>7177952	rpoC1(1-1301,embplant_pt)>>7177952
7293500	embplant_pt	psaA,psaB	psaA>>psaB>>psaA>>7012446	psaA>>psaB>>psaA>>7012446	psaA(1-68,embplant_pt)>>psaB(94-2169,embplant_pt)>>psaA(857-998,embplant_pt)>>7012446
7294446	embplant_pt	psbC,psbD	psbD>>psbC>>6880866	psbD>>psbC>>6880866	psbD(362-1423,embplant_pt)>>psbC(1371-2743,embplant_pt)>>6880866
7302356	embplant_pt	rps12_2	rps12_2>>7075420	rps12_2>>7075420	rps12_2(1-616,embplant_pt)>>7075420
