EDGE	database	loci	loci_gene_sequential	loci_sequential	details
10228	embplant_pt	ndhB	ndhB>>53454	ndhB>>53454	ndhB(790-864,embplant_pt)>>53454
10794	embplant_pt	psaA	psaA>>53424	psaA>>53424	psaA(1-144,embplant_pt)>>53424
11110	embplant_pt	ycf2	ycf2>>13826	ycf2>>13826	ycf2(1-251,embplant_pt)>>13826
1342	embplant_pt	rpl2	rpl2>>52644	rpl2>>52644	rpl2(1-75,embplant_pt)>>52644
13826	embplant_pt	ycf2	ycf2>>52538	ycf2>>52538	ycf2(1-114,embplant_pt)>>52538
14156	embplant_pt	psbB	psbB>>53400	psbB>>53400	psbB(1-266,embplant_pt)>>53400
14624	embplant_pt	rpoC1	rpoC1>>53394	rpoC1>>53394	rpoC1(1-375,embplant_pt)>>53394
3268	embplant_pt	psaA	psaA>>53466	psaA>>53466	psaA(1-216,embplant_pt)>>53466
3270	embplant_pt	psaA	psaA>>53466	psaA>>53466	psaA(1-75,embplant_pt)>>53466
3308	embplant_pt	psaA	psaA>>53254	psaA>>53254	psaA(1-316,embplant_pt)>>53254
4226	embplant_mt	rrn5	rrn5>>3548	rrn5>>3548	rrn5(196-311,embplant_mt)>>3548
4450	embplant_pt	ndhB	ndhB>>53454	ndhB>>53454	ndhB(1032-1401,embplant_pt)>>53454
466	embplant_pt	rbcL	rbcL>>53448	rbcL>>53448	rbcL(1-277,embplant_pt)>>53448
47462	embplant_pt	rps4	rps4>>52668	rps4>>52668	rps4(940-1113,embplant_pt)>>52668
48474	embplant_pt	rps4	rps4>>49278	rps4>>49278	rps4(22-142,embplant_pt)>>49278
48900	embplant_pt	ndhK	ndhK>>53352	ndhK>>53352	ndhK(68-265,embplant_pt)>>53352
49278	embplant_pt	rps4	rps4>>48474	rps4>>48474	rps4(1-311,embplant_pt)>>48474
49536	embplant_pt	ycf2	ycf2>>53430	ycf2>>53430	ycf2(1-591,embplant_pt)>>53430
50472	embplant_pt	rrn23	rrn23>>53358	rrn23>>53358	rrn23(3993-4476,embplant_pt)>>53358
50490	embplant_pt	ycf2	ycf2>>52794	ycf2>>52794	ycf2(1-168,embplant_pt)>>52794
