EDGE	database	loci	loci_gene_sequential	loci_sequential	details
1014124	embplant_pt	rrn23	rrn23	rrn23	rrn23(1-484,embplant_pt)
3835346	embplant_pt	ndhB	ndhB	ndhB	ndhB(395-587,embplant_pt)
3849340	embplant_pt	rrn16	rrn16	rrn16	rrn16(281-553,embplant_pt)
3887452	embplant_pt	rps4	rps4>>4478144	rps4>>4478144	rps4(625-798,embplant_pt)>>4478144
3932254	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(1-531,embplant_mt)>>atpA(94-317,embplant_pt)
3998902	embplant_pt	rps12_2	rps12_2>>4477066	rps12_2>>4477066	rps12_2(586-676,embplant_pt)>>4477066
4004088	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(1-382,embplant_mt)>>rrn16(9-270,embplant_pt)>>rrnS(493-1261,embplant_mt)>>rrn16(640-1096,embplant_pt)
4153528	embplant_pt	rps4	rps4>>4478144	rps4>>4478144	rps4(1283-1451,embplant_pt)>>4478144
4153982	embplant_pt	ycf2	ycf2	ycf2	ycf2(6-185,embplant_pt)
4157036	embplant_pt	rpoC1	rpoC1	rpoC1	rpoC1(125-723,embplant_pt)
4351566	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>4375580	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>4375580	ndhF(306-1679,embplant_pt)>>rpl32(2105-2258,embplant_pt)>>ccsA(3324-4275,embplant_pt)>>ndhD(4534-6036,embplant_pt)>>psaC(6156-6401,embplant_pt)>>ndhE(6651-6953,embplant_pt)>>ndhG(7173-7698,embplant_pt)>>ndhI(8081-8554,embplant_pt)>>ndhA(8628-10642,embplant_pt)>>ndhH(10667-11848,embplant_pt)>>rps15(11946-12178,embplant_pt)>>ycf1(12597-16951,embplant_pt)>>4375580
4356312	embplant_pt	ndhF	ndhF>>4351566	ndhF>>4351566	ndhF(95-660,embplant_pt)>>4351566
4375580	embplant_mt;embplant_pt	rrnL;rrn23,rrn4.5,rrn5,ycf1	rrn23>>rrnL>>rrn4.5>>rrn5>>ycf1>>4356312	rrn23>>rrnL>>rrn4.5>>rrn5>>ycf1>>4356312	rrn23(1-2699,embplant_pt)>>rrnL(1522-2668,embplant_mt)>>rrn4.5(2800-2901,embplant_pt)>>rrn5(3126-3246,embplant_pt)>>ycf1(4531-5285,embplant_pt)>>4356312
4427524	embplant_pt	atpA,atpF,atpH,atpI,matK,psbA,psbI,psbK,rpoC1,rpoC2,rps16,rps2	rpoC1>>rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>4480592	rpoC1>>rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>4480592	rpoC1(114-1888,embplant_pt)>>rpoC2(2088-6210,embplant_pt)>>rps2(6437-7142,embplant_pt)>>atpI(7379-8122,embplant_pt)>>atpH(9208-9453,embplant_pt)>>atpF(9839-11108,embplant_pt)>>atpA(11173-12696,embplant_pt)>>psbI(14831-14941,embplant_pt)>>psbK(15332-15517,embplant_pt)>>rps16(16620-17766,embplant_pt)>>matK(19339-20784,embplant_pt)>>psbA(21429-22487,embplant_pt)>>4480592
4477064	embplant_pt	atpB,atpE,ndhC,ndhJ,ndhK	atpB>>atpE>>ndhC>>ndhK>>ndhJ>>4478144	atpB>>atpE>>ndhC>>ndhK>>ndhJ>>4478144	atpB(703-2199,embplant_pt)>>atpE(2196-2585,embplant_pt)>>ndhC(4350-4712,embplant_pt)>>ndhK(4682-5443,embplant_pt)>>ndhJ(5542-6010,embplant_pt)>>4478144
4477066	embplant_pt	ndhB,rps12_2,rps7,ycf15,ycf2	ycf2>>ycf15>>ndhB>>rps7>>rps12_2>>4480670	ycf2>>ycf15>>ndhB>>rps7>>rps12_2>>4480670	ycf2(6-438,embplant_pt)>>ycf15(554-656,embplant_pt)>>ndhB(1734-3890,embplant_pt)>>rps7(4215-4682,embplant_pt)>>rps12_2(4736-5380,embplant_pt)>>4480670
4478144	embplant_pt	rps4	rps4>>4477064	rps4>>4477064	rps4(15-512,embplant_pt)>>4477064
