EDGE	database	loci	loci_gene_sequential	loci_sequential	details
13974162	embplant_pt	rps4	rps4>>15439396	rps4>>15439396	rps4(940-1113,embplant_pt)>>15439396
14146036	embplant_pt	ycf2	ycf2>>15252374	ycf2>>15252374	ycf2(1-591,embplant_pt)>>15252374
14223338	embplant_pt	rrn23	rrn23>>15443048	rrn23>>15443048	rrn23(3993-4476,embplant_pt)>>15443048
14392766	embplant_pt	ycf3	ycf3>>15442824	ycf3>>15442824	ycf3(31-175,embplant_pt)>>15442824
14461812	embplant_mt	rrn5	rrn5>>1030318	rrn5>>1030318	rrn5(6144-6259,embplant_mt)>>1030318
14709706	embplant_mt	nad3,rps12,sdh3	sdh3>>nad3>>rps12>>15442824	sdh3>>nad3>>rps12>>15442824	sdh3(1-174,embplant_mt)>>nad3(767-1123,embplant_mt)>>rps12(1172-1549,embplant_mt)>>15442824
14717626	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>15252374	ndhB>>ycf15>>ycf2>>15252374	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>15252374
14722660	embplant_pt	rbcL	rbcL>>15443502	rbcL>>15443502	rbcL(1-289,embplant_pt)>>15443502
14730228	embplant_pt	rps4	rps4>>15439396	rps4>>15439396	rps4(1283-1451,embplant_pt)>>15439396
14731762	embplant_mt;embplant_pt	sdh3;ycf2	ycf2>>sdh3>>3633666	ycf2>>sdh3>>3633666	ycf2(6-185,embplant_pt)>>sdh3(1338-1540,embplant_mt)>>3633666
14738938	embplant_mt	cob,rpl5,rps14	cob>>rps14>>rpl5>>13956400	cob>>rps14>>rpl5>>13956400	cob(1-857,embplant_mt)>>rps14(5037-5339,embplant_mt)>>rpl5(5341-5895,embplant_mt)>>13956400
14761762	embplant_pt	ycf3	ycf3	ycf3	ycf3(31-182,embplant_pt)
14765718	embplant_mt	ND5,nad1,nad5,rps10	rps10>>nad1>>nad5>>ND5>>nad5>>ND5>>15439136	rps10>>nad1>>nad5>>ND5>>nad5>>ND5>>15439136	rps10(140-1214,embplant_mt)>>nad1(6251-8907,embplant_mt)>>nad5(9034-9263,embplant_mt)>>ND5(9034-9264,embplant_mt)>>nad5(10092-11309,embplant_mt)>>ND5(10097-11309,embplant_mt)>>15439136
14766440	embplant_mt	cob,nad7	nad7>>cob>>14738938	nad7>>cob>>14738938	nad7(9024-13816,embplant_mt)>>cob(15756-16137,embplant_mt)>>14738938
14782540	embplant_mt;embplant_pt	matR,mttB,nad1,tatC;psaB	nad1>>matR>>mttB>>tatC>>psaB>>15439444	nad1>>matR>>mttB>>tatC>>psaB>>15439444	nad1(322-707,embplant_mt)>>matR(1073-3658,embplant_mt)>>mttB(4340-5142,embplant_mt)>>tatC(4391-5088,embplant_mt)>>psaB(10270-10341,embplant_pt)>>15439444
14783046	embplant_pt	psbZ,rrn23	rrn23>>psbZ>>15438752	rrn23>>psbZ>>15438752	rrn23(1-75,embplant_pt)>>psbZ(12966-13085,embplant_pt)>>15438752
14783464	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>1030318	rrnS>>rrn16>>rrnS>>1030318	rrnS(20757-22018,embplant_mt)>>rrn16(21013-21871,embplant_pt)>>rrnS(22129-22670,embplant_mt)>>1030318
14784646	embplant_pt	rps12_2,rps4	rps12_2>>rps4>>15222428	rps12_2>>rps4>>15222428	rps12_2(1-91,embplant_pt)>>rps4(7513-7625,embplant_pt)>>15222428
14791224	embplant_pt	ycf2	ycf2>>15252374	ycf2>>15252374	ycf2(1-587,embplant_pt)>>15252374
14792552	embplant_mt	rpl16,rps3,rps4	rps4>>rps3>>rpl16>>1030318	rps4>>rps3>>rpl16>>1030318	rps4(3527-4540,embplant_mt)>>rps3(5009-8177,embplant_mt)>>rpl16(8023-8580,embplant_mt)>>1030318
14796668	embplant_pt	psbC,rbcL	psbC>>rbcL>>15443450	psbC>>rbcL>>15443450	psbC(1-124,embplant_pt)>>rbcL(24982-25096,embplant_pt)>>15443450
14806724	embplant_mt;embplant_pt	nad9;rps12_2	rps12_2>>nad9>>15456010	rps12_2>>nad9>>15456010	rps12_2(4-75,embplant_pt)>>nad9(3375-3947,embplant_mt)>>15456010
14811864	embplant_mt	nad1	nad1>>15255700	nad1>>15255700	nad1(3604-3862,embplant_mt)>>15255700
14859458	embplant_mt	rpl2	rpl2	rpl2	rpl2(15350-16326,embplant_mt)
14859636	embplant_mt;embplant_pt	ND2,atp4,atp6,nad2,nad4L,nad6;ndhB	ndhB>>nad4L>>atp4>>nad2>>ND2>>nad2>>ND2>>nad2>>ND2>>nad6>>atp6>>15456008	ndhB>>nad4L>>atp4>>nad2>>ND2>>nad2>>ND2>>nad2>>ND2>>nad6>>atp6>>15456008	ndhB(1-75,embplant_pt)>>nad4L(6641-6943,embplant_mt)>>atp4(7140-7685,embplant_mt)>>nad2(23679-23839,embplant_mt)>>ND2(23679-23839,embplant_mt)>>nad2(25257-25829,embplant_mt)>>ND2(25257-25829,embplant_mt)>>nad2(27281-27469,embplant_mt)>>ND2(27281-27465,embplant_mt)>>nad6(39561-40178,embplant_mt)>>atp6(41376-42139,embplant_mt)>>15456008
14884478	embplant_mt;embplant_pt	rrnL;rrn23,rrn4.5,rrn5	rrn5>>rrn4.5>>rrn23>>rrnL>>15247102	rrn5>>rrn4.5>>rrn23>>rrnL>>15247102	rrn5(984-1104,embplant_pt)>>rrn4.5(1329-1430,embplant_pt)>>rrn23(1531-2263,embplant_pt)>>rrnL(1562-2081,embplant_mt)>>15247102
14888926	embplant_mt;embplant_pt	ND2,nad2,rrnL;rrn16,rrn23,ycf2	ycf2>>nad2>>ND2>>nad2>>ND2>>rrnL>>rrn23>>rrnL>>rrn16>>15442388	ycf2>>nad2>>ND2>>nad2>>ND2>>rrnL>>rrn23>>rrnL>>rrn16>>15442388	ycf2(1-75,embplant_pt)>>nad2(6256-6677,embplant_mt)>>ND2(6259-6648,embplant_mt)>>nad2(7856-8008,embplant_mt)>>ND2(7856-8008,embplant_mt)>>rrnL(11715-13125,embplant_mt)>>rrn23(11886-12951,embplant_pt)>>rrnL(13230-15100,embplant_mt)>>rrn16(16311-16583,embplant_pt)>>15442388
14904398	embplant_mt;embplant_pt	rps13;rrn23	rrn23>>rps13	rrn23>>rps13	rrn23(1-75,embplant_pt)>>rps13(371-721,embplant_mt)
14908614	embplant_pt	psaB,psbZ,rps14	psbZ>>rps14>>psaB>>15439444	psbZ>>rps14>>psaB>>15439444	psbZ(1-120,embplant_pt)>>rps14(825-1127,embplant_pt)>>psaB(1250-1453,embplant_pt)>>15439444
14912872	embplant_mt	cob	cob>>14738938	cob>>14738938	cob(1171-1252,embplant_mt)>>14738938
14941108	embplant_pt	ndhB	ndhB>>15253898	ndhB>>15253898	ndhB(245-661,embplant_pt)>>15253898
14958906	embplant_pt	infA,petB,petD,psbH,psbN,psbT,rpl14,rpl16,rpl22,rpl36,rpoA,rps11,rps19,rps3,rps8	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>15442388	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>15442388	rps19(41-318,embplant_pt)>>rpl22(417-719,embplant_pt)>>rps3(793-1446,embplant_pt)>>rpl16(2358-2843,embplant_pt)>>rpl14(2984-3352,embplant_pt)>>rps8(3557-3959,embplant_pt)>>infA(4075-4308,embplant_pt)>>rpl36(4405-4518,embplant_pt)>>rps11(4625-5036,embplant_pt)>>rpoA(5115-6110,embplant_pt)>>petD(6311-7557,embplant_pt)>>petB(7772-9161,embplant_pt)>>psbH(9278-9498,embplant_pt)>>psbN(9610-9740,embplant_pt)>>psbT(9802-9908,embplant_pt)>>15442388
15047628	embplant_pt	accD,cemA,clpP,petA,petG,psaI,psaJ,psbB,psbE,psbF,psbJ,psbL,rpl20,rpl33,rps12_1,rps18,ycf4	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>15443502	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>15443502	psbB(1-166,embplant_pt)>>clpP(628-2660,embplant_pt)>>rps12_1(2797-2910,embplant_pt)>>rpl20(3727-4084,embplant_pt)>>rps18(4361-4666,embplant_pt)>>rpl33(4813-5019,embplant_pt)>>psaJ(5490-5624,embplant_pt)>>petG(6330-6443,embplant_pt)>>psbE(7590-7841,embplant_pt)>>psbF(7856-7975,embplant_pt)>>psbL(7999-8115,embplant_pt)>>psbJ(8249-8371,embplant_pt)>>petA(9413-10375,embplant_pt)>>cemA(10585-11271,embplant_pt)>>ycf4(12143-12710,embplant_pt)>>psaI(13141-13251,embplant_pt)>>accD(13998-14825,embplant_pt)>>15443502
15213230	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>15255700	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>15255700	ndhF(428-1801,embplant_pt)>>rpl32(2227-2380,embplant_pt)>>ccsA(3446-4397,embplant_pt)>>ndhD(4656-6158,embplant_pt)>>psaC(6278-6523,embplant_pt)>>ndhE(6773-7075,embplant_pt)>>ndhG(7295-7820,embplant_pt)>>ndhI(8203-8676,embplant_pt)>>ndhA(8750-10764,embplant_pt)>>ndhH(10789-11970,embplant_pt)>>rps15(12068-12300,embplant_pt)>>ycf1(12719-17073,embplant_pt)>>15255700
15222428	embplant_pt	ndhF	ndhF>>15213230	ndhF>>15213230	ndhF(95-480,embplant_pt)>>15213230
15223726	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>15443048	rrn23>>rrnL>>15443048	rrn23(1-1734,embplant_pt)>>rrnL(97-213,embplant_mt)>>15443048
15236928	embplant_pt	rps12_2	rps12_2>>15438610	rps12_2>>15438610	rps12_2(1-616,embplant_pt)>>15438610
