EDGE	database	loci	loci_gene_sequential	loci_sequential	details
10258	embplant_pt	ycf2	ycf2>>12786	ycf2>>12786	ycf2(1-251,embplant_pt)>>12786
11304	embplant_pt	rrn23	rrn23	rrn23	rrn23(1-484,embplant_pt)
1258	embplant_pt	rpl2	rpl2>>47930	rpl2>>47930	rpl2(1-75,embplant_pt)>>47930
12786	embplant_pt	ycf2	ycf2>>48616	ycf2>>48616	ycf2(1-114,embplant_pt)>>48616
13100	embplant_pt	psbB	psbB>>49392	psbB>>49392	psbB(1-266,embplant_pt)>>49392
13510	embplant_pt	rpoC1	rpoC1>>49386	rpoC1>>49386	rpoC1(1-375,embplant_pt)>>49386
3064	embplant_pt	psaA	psaA>>49458	psaA>>49458	psaA(1-216,embplant_pt)>>49458
3066	embplant_pt	psaA	psaA>>49458	psaA>>49458	psaA(1-75,embplant_pt)>>49458
3104	embplant_pt	psaA	psaA>>49246	psaA>>49246	psaA(1-316,embplant_pt)>>49246
4166	embplant_mt	sdh3	sdh3>>48874	sdh3>>48874	sdh3(150-323,embplant_mt)>>48874
432	embplant_pt	rbcL	rbcL>>49440	rbcL>>49440	rbcL(1-277,embplant_pt)>>49440
43666	embplant_pt	rps4	rps4>>48740	rps4>>48740	rps4(1-216,embplant_pt)>>48740
43906	embplant_mt	ccmC	ccmC>>47930	ccmC>>47930	ccmC(40-758,embplant_mt)>>47930
43964	embplant_pt	rps4	rps4>>43666	rps4>>43666	rps4(940-1113,embplant_pt)>>43666
44592	embplant_pt	rps12_2	rps12_2>>49300	rps12_2>>49300	rps12_2(981-1071,embplant_pt)>>49300
44958	embplant_pt	rps4	rps4>>45748	rps4>>45748	rps4(22-142,embplant_pt)>>45748
45376	embplant_pt	ndhK	ndhK>>49344	ndhK>>49344	ndhK(68-265,embplant_pt)>>49344
45488	embplant_mt;embplant_pt	sdh3;ycf2	ycf2>>sdh3>>48874	ycf2>>sdh3>>48874	ycf2(6-185,embplant_pt)>>sdh3(1338-1540,embplant_mt)>>48874
45748	embplant_pt	rps4	rps4>>44958	rps4>>44958	rps4(1-311,embplant_pt)>>44958
45994	embplant_pt	ycf2	ycf2>>49428	ycf2>>49428	ycf2(1-591,embplant_pt)>>49428
46924	embplant_pt	ycf2	ycf2>>48544	ycf2>>48544	ycf2(1-168,embplant_pt)>>48544
47084	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>49362	rps13>>rrn23>>49362	rps13(136-486,embplant_mt)>>rrn23(782-856,embplant_pt)>>49362
47302	embplant_pt	rpoC2	rpoC2>>49338	rpoC2>>49338	rpoC2(1-300,embplant_pt)>>49338
47332	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
47436	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
47892	embplant_pt	psbZ	psbZ>>48526	psbZ>>48526	psbZ(1-144,embplant_pt)>>48526
47902	embplant_pt	rpl2	rpl2>>48878	rpl2>>48878	rpl2(85-159,embplant_pt)>>48878
47928	embplant_pt	ycf3	ycf3>>49398	ycf3>>49398	ycf3(31-175,embplant_pt)>>49398
47930	embplant_pt	rpl23	rpl23>>47902	rpl23>>47902	rpl23(136-417,embplant_pt)>>47902
47966	embplant_pt	rbcL	rbcL>>49440	rbcL>>49440	rbcL(1-609,embplant_pt)>>49440
48386	embplant_pt	psbT	psbT>>49044	psbT>>49044	psbT(993-1064,embplant_pt)>>49044
48412	embplant_pt	rpoC1	rpoC1>>49228	rpoC1>>49228	rpoC1(6-383,embplant_pt)>>49228
48450	embplant_pt	psaA	psaA>>49458	psaA>>49458	psaA(1-291,embplant_pt)>>49458
48526	embplant_pt	psbC	psbC>>47892	psbC>>47892	psbC(1-124,embplant_pt)>>47892
48544	embplant_pt	ycf2	ycf2>>49428	ycf2>>49428	ycf2(1-587,embplant_pt)>>49428
48608	embplant_pt	ycf3	ycf3>>48740	ycf3>>48740	ycf3(3641-3792,embplant_pt)>>48740
48616	embplant_pt	ycf2	ycf2>>46924	ycf2>>46924	ycf2(1-287,embplant_pt)>>46924
48738	embplant_pt	rrn23	rrn23>>49362	rrn23>>49362	rrn23(678-752,embplant_pt)>>49362
48740	embplant_pt	rps4	rps4>>47928	rps4>>47928	rps4(1-169,embplant_pt)>>47928
48742	embplant_pt	atpB,atpE,ndhC,ndhK	atpB>>atpE>>ndhC>>ndhK>>49344	atpB>>atpE>>ndhC>>ndhK>>49344	atpB(703-2199,embplant_pt)>>atpE(2196-2585,embplant_pt)>>ndhC(4350-4712,embplant_pt)>>ndhK(4682-5443,embplant_pt)>>49344
48802	embplant_pt	ycf2	ycf2>>47930	ycf2>>47930	ycf2(1-4920,embplant_pt)>>47930
