EDGE	database	loci	loci_gene_sequential	loci_sequential	details
10396	embplant_pt	psaA,rpl2	rpl2>>psaA>>61764	rpl2>>psaA>>61764	rpl2(3-75,embplant_pt)>>psaA(63-130,embplant_pt)>>61764
11758	embplant_pt	ndhB	ndhB>>61964	ndhB>>61964	ndhB(790-864,embplant_pt)>>61964
12446	embplant_pt	psaA	psaA>>61940	psaA>>61940	psaA(1-144,embplant_pt)>>61940
12666	embplant_mt	atp9	atp9>>5000	atp9>>5000	atp9(97-232,embplant_mt)>>5000
12792	embplant_pt	ycf2	ycf2>>16058	ycf2>>16058	ycf2(1-251,embplant_pt)>>16058
14094	embplant_mt	sdh3	sdh3>>60776	sdh3>>60776	sdh3(11-162,embplant_mt)>>60776
1550	embplant_pt	rpl2	rpl2>>61116	rpl2>>61116	rpl2(1-75,embplant_pt)>>61116
16058	embplant_pt	ycf2	ycf2>>60988	ycf2>>60988	ycf2(1-114,embplant_pt)>>60988
16468	embplant_pt	psbB	psbB>>61916	psbB>>61916	psbB(1-266,embplant_pt)>>61916
17026	embplant_pt	rpoC1	rpoC1>>61910	rpoC1>>61910	rpoC1(1-375,embplant_pt)>>61910
3776	embplant_pt	psaA	psaA>>61976	psaA>>61976	psaA(1-216,embplant_pt)>>61976
3778	embplant_pt	psaA	psaA>>61976	psaA>>61976	psaA(1-75,embplant_pt)>>61976
3816	embplant_pt	psaA	psaA>>61764	psaA>>61764	psaA(1-316,embplant_pt)>>61764
5000	embplant_mt	atp9	atp9>>61238	atp9>>61238	atp9(1-161,embplant_mt)>>61238
5178	embplant_pt	ndhB	ndhB>>61964	ndhB>>61964	ndhB(1032-1401,embplant_pt)>>61964
518	embplant_pt	rbcL	rbcL>>61958	rbcL>>61958	rbcL(1-277,embplant_pt)>>61958
53312	embplant_pt	psbZ	psbZ>>61190	psbZ>>61190	psbZ(226-345,embplant_pt)>>61190
55216	embplant_pt	rps4	rps4>>61144	rps4>>61144	rps4(940-1113,embplant_pt)>>61144
56170	embplant_mt	rpl5	rpl5>>55030	rpl5>>55030	rpl5(1-329,embplant_mt)>>55030
56340	embplant_pt	rps4	rps4>>57244	rps4>>57244	rps4(22-142,embplant_pt)>>57244
56778	embplant_mt	ccmC	ccmC>>8582	ccmC>>8582	ccmC(5285-6003,embplant_mt)>>8582
56826	embplant_pt	ndhK	ndhK>>61862	ndhK>>61862	ndhK(68-265,embplant_pt)>>61862
57198	embplant_mt	atp8	atp8>>55030	atp8>>55030	atp8(502-981,embplant_mt)>>55030
57244	embplant_pt	rps4	rps4>>56340	rps4>>56340	rps4(1-311,embplant_pt)>>56340
57534	embplant_pt	ycf2	ycf2>>61952	ycf2>>61952	ycf2(1-591,embplant_pt)>>61952
58610	embplant_pt	rrn23	rrn23>>61868	rrn23>>61868	rrn23(3993-4476,embplant_pt)>>61868
58628	embplant_pt	ycf2	ycf2>>61286	ycf2>>61286	ycf2(1-168,embplant_pt)>>61286
58830	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>61892	rps13>>rrn23>>61892	rps13(182-532,embplant_mt)>>rrn23(828-902,embplant_pt)>>61892
59096	embplant_pt	rpoC2	rpoC2>>61824	rpoC2>>61824	rpoC2(1-300,embplant_pt)>>61824
59236	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(139-680,embplant_mt)>>rrn16(307-568,embplant_pt)>>rrnS(791-2052,embplant_mt)>>rrn16(938-1796,embplant_pt)
59808	embplant_pt	rpl2	rpl2>>61374	rpl2>>61374	rpl2(85-159,embplant_pt)>>61374
59834	embplant_pt	ycf3	ycf3>>61922	ycf3>>61922	ycf3(31-175,embplant_pt)>>61922
59882	embplant_pt	rbcL	rbcL>>61958	rbcL>>61958	rbcL(1-609,embplant_pt)>>61958
60114	embplant_mt	rrn5	rrn5>>4078	rrn5>>4078	rrn5(6144-6259,embplant_mt)>>4078
60390	embplant_pt	rpoC1	rpoC1>>61740	rpoC1>>61740	rpoC1(6-383,embplant_pt)>>61740
60416	embplant_mt	cox2	cox2>>1298	cox2>>1298	cox2(750-1502,embplant_mt)>>1298
60434	embplant_pt	psaA	psaA>>61976	psaA>>61976	psaA(1-291,embplant_pt)>>61976
60528	embplant_pt	psbC	psbC>>61190	psbC>>61190	psbC(1-124,embplant_pt)>>61190
60776	embplant_mt	nad3,rps12,sdh3	rps12>>nad3>>sdh3>>14094	rps12>>nad3>>sdh3>>14094	rps12(8243-8620,embplant_mt)>>nad3(8669-9025,embplant_mt)>>sdh3(9618-9791,embplant_mt)>>14094
60790	embplant_pt	rrn23	rrn23>>61892	rrn23>>61892	rrn23(9179-9253,embplant_pt)>>61892
60988	embplant_pt	ycf2	ycf2>>16058	ycf2>>16058	ycf2(1-287,embplant_pt)>>16058
61004	embplant_pt	ycf3	ycf3>>15662	ycf3>>15662	ycf3(10157-10308,embplant_pt)>>15662
61028	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
61040	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>61952	ndhB>>ycf15>>ycf2>>61952	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>61952
61070	embplant_pt	ycf1	ycf1>>61982	ycf1>>61982	ycf1(2-1509,embplant_pt)>>61982
61074	embplant_pt	rps4	rps4>>61144	rps4>>61144	rps4(1283-1451,embplant_pt)>>61144
61078	embplant_mt;embplant_pt	sdh3;ycf2	ycf2>>sdh3>>14094	ycf2>>sdh3>>14094	ycf2(6-185,embplant_pt)>>sdh3(1338-1540,embplant_mt)>>14094
61092	embplant_mt	nad7	nad7	nad7	nad7(9024-12202,embplant_mt)
61116	embplant_pt	rpl23	rpl23>>59808	rpl23>>59808	rpl23(136-417,embplant_pt)>>59808
61144	embplant_pt	rps4	rps4>>57244	rps4>>57244	rps4(15-230,embplant_pt)>>57244
61166	embplant_mt;embplant_pt	atp1,ccmFC,ccmFc;atpA	atp1>>atpA>>ccmFc>>ccmFC	atp1>>atpA>>ccmFc>>ccmFC	atp1(4269-5785,embplant_mt)>>atpA(5080-5510,embplant_pt)>>ccmFc(8159-8925,embplant_mt)>>ccmFC(8159-8925,embplant_mt)
61190	embplant_pt	psbZ	psbZ>>61764	psbZ>>61764	psbZ(88-231,embplant_pt)>>61764
61198	embplant_mt;embplant_pt	ND2,nad2;ycf2	ycf2>>nad2>>ND2>>nad2>>ND2	ycf2>>nad2>>ND2>>nad2>>ND2	ycf2(1-75,embplant_pt)>>nad2(6256-6677,embplant_mt)>>ND2(6259-6648,embplant_mt)>>nad2(7856-8008,embplant_mt)>>ND2(7856-8008,embplant_mt)
61230	embplant_pt	atpB,atpE,ndhC,ndhK	atpB>>atpE>>ndhC>>ndhK>>61862	atpB>>atpE>>ndhC>>ndhK>>61862	atpB(703-2199,embplant_pt)>>atpE(2196-2585,embplant_pt)>>ndhC(4350-4712,embplant_pt)>>ndhK(4682-5443,embplant_pt)>>61862
61238	embplant_mt;embplant_pt	atp9;rpoC1	atp9>>rpoC1>>61740	atp9>>rpoC1>>61740	atp9(4-75,embplant_mt)>>rpoC1(7790-8566,embplant_pt)>>61740
61252	embplant_pt	rps12_2,rps4	rps12_2>>rps4>>61722	rps12_2>>rps4>>61722	rps12_2(1-91,embplant_pt)>>rps4(7513-7625,embplant_pt)>>61722
61258	embplant_mt;embplant_pt	rrnL;rrn23,rrn4.5,rrn5	rrn23>>rrnL>>rrn4.5>>rrn5>>61982	rrn23>>rrnL>>rrn4.5>>rrn5>>61982	rrn23(1-733,embplant_pt)>>rrnL(183-702,embplant_mt)>>rrn4.5(834-935,embplant_pt)>>rrn5(1160-1280,embplant_pt)>>61982
61274	embplant_pt	ycf2	ycf2>>58780	ycf2>>58780	ycf2(1-4920,embplant_pt)>>58780
61286	embplant_pt	ycf2	ycf2>>61952	ycf2>>61952	ycf2(1-587,embplant_pt)>>61952
61310	embplant_pt	rpl2	rpl2>>61374	rpl2>>61374	rpl2(95-458,embplant_pt)>>61374
61316	embplant_mt;embplant_pt	nad9;rps12_2	rps12_2>>nad9>>1298	rps12_2>>nad9>>1298	rps12_2(4-75,embplant_pt)>>nad9(3375-3947,embplant_mt)>>1298
61350	embplant_mt	ND2,atp4,atp6,nad2,nad4L,nad6	nad4L>>atp4>>nad2>>ND2>>nad2>>ND2>>nad2>>ND2>>nad6>>atp6>>4598	nad4L>>atp4>>nad2>>ND2>>nad2>>ND2>>nad2>>ND2>>nad6>>atp6>>4598	nad4L(5756-6058,embplant_mt)>>atp4(6255-6800,embplant_mt)>>nad2(22794-22954,embplant_mt)>>ND2(22794-22954,embplant_mt)>>nad2(24372-24944,embplant_mt)>>ND2(24372-24944,embplant_mt)>>nad2(26396-26584,embplant_mt)>>ND2(26396-26580,embplant_mt)>>nad6(38676-39293,embplant_mt)>>atp6(40491-41254,embplant_mt)>>4598
61352	embplant_mt	cox1	cox1>>4598	cox1>>4598	cox1(4462-6996,embplant_mt)>>4598
61374	embplant_pt	rpl2	rpl2>>59808	rpl2>>59808	rpl2(1-1200,embplant_pt)>>59808
61382	embplant_mt;embplant_pt	rrnL;rrn16	rrnL>>rrn16>>61916	rrnL>>rrn16>>61916	rrnL(210-2080,embplant_mt)>>rrn16(3291-3563,embplant_pt)>>61916
61404	embplant_pt	rps12_2,rps7	rps7>>rps12_2>>61818	rps7>>rps12_2>>61818	rps7(151-618,embplant_pt)>>rps12_2(672-772,embplant_pt)>>61818
61422	embplant_pt	ndhB	ndhB>>61964	ndhB>>61964	ndhB(245-661,embplant_pt)>>61964
61428	embplant_pt	infA,petB,petD,psbH,psbN,psbT,rpl14,rpl16,rpl22,rpl36,rpoA,rps11,rps19,rps3,rps8	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>61556	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>61556	rps19(41-318,embplant_pt)>>rpl22(417-719,embplant_pt)>>rps3(793-1446,embplant_pt)>>rpl16(2358-2843,embplant_pt)>>rpl14(2984-3352,embplant_pt)>>rps8(3557-3959,embplant_pt)>>infA(4075-4308,embplant_pt)>>rpl36(4405-4518,embplant_pt)>>rps11(4625-5036,embplant_pt)>>rpoA(5115-6110,embplant_pt)>>petD(6311-7557,embplant_pt)>>petB(7772-9161,embplant_pt)>>psbH(9278-9498,embplant_pt)>>psbN(9610-9740,embplant_pt)>>psbT(9802-9908,embplant_pt)>>61556
61458	embplant_pt	accD,cemA,clpP,petA,petG,psaI,psaJ,psbB,psbE,psbF,psbJ,psbL,rpl20,rpl33,rps12_1,rps18,ycf4	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>15756	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>15756	psbB(1-166,embplant_pt)>>clpP(628-2660,embplant_pt)>>rps12_1(2797-2910,embplant_pt)>>rpl20(3727-4084,embplant_pt)>>rps18(4361-4666,embplant_pt)>>rpl33(4813-5019,embplant_pt)>>psaJ(5490-5624,embplant_pt)>>petG(6330-6443,embplant_pt)>>psbE(7590-7841,embplant_pt)>>psbF(7856-7975,embplant_pt)>>psbL(7999-8115,embplant_pt)>>psbJ(8249-8371,embplant_pt)>>petA(9413-10375,embplant_pt)>>cemA(10585-11271,embplant_pt)>>ycf4(12143-12710,embplant_pt)>>psaI(13141-13251,embplant_pt)>>accD(13998-14825,embplant_pt)>>15756
61476	embplant_pt	petN,psbM,rpoB,rpoC1	rpoC1>>rpoB>>petN>>psbM>>61770	rpoC1>>rpoB>>petN>>psbM>>61770	rpoC1(143-996,embplant_pt)>>rpoB(1025-4235,embplant_pt)>>petN(6295-6384,embplant_pt)>>psbM(7249-9104,embplant_pt)>>61770
61520	embplant_pt	psaA	psaA>>3776	psaA>>3776	psaA(568-772,embplant_pt)>>3776
61556	embplant_pt	psbB	psbB>>16468	psbB>>16468	psbB(30-434,embplant_pt)>>16468
61628	embplant_pt	rpoC2	rpoC2>>61910	rpoC2>>61910	rpoC2(3-302,embplant_pt)>>61910
61636	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>5338	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>5338	ndhF(428-1801,embplant_pt)>>rpl32(2227-2380,embplant_pt)>>ccsA(3446-4397,embplant_pt)>>ndhD(4656-6158,embplant_pt)>>psaC(6278-6523,embplant_pt)>>ndhE(6773-7075,embplant_pt)>>ndhG(7295-7820,embplant_pt)>>ndhI(8203-8676,embplant_pt)>>ndhA(8750-10764,embplant_pt)>>ndhH(10789-11970,embplant_pt)>>rps15(12068-12300,embplant_pt)>>ycf1(12719-15623,embplant_pt)>>5338
61672	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>61868	rrn23>>rrnL>>61868	rrn23(1-1734,embplant_pt)>>rrnL(97-213,embplant_mt)>>61868
61722	embplant_pt	ndhF	ndhF>>61636	ndhF>>61636	ndhF(95-480,embplant_pt)>>61636
61740	embplant_pt	rpoC1	rpoC1>>61476	rpoC1>>61476	rpoC1(1-1301,embplant_pt)>>61476
61764	embplant_pt	psaA,psaB,psbZ,rps14	psaA>>psaB>>psaA>>rps14>>psbZ>>61190	psaA>>psaB>>psaA>>rps14>>psbZ>>61190	psaA(1-68,embplant_pt)>>psaB(94-2298,embplant_pt)>>psaA(857-998,embplant_pt)>>rps14(2421-2723,embplant_pt)>>psbZ(3428-3547,embplant_pt)>>61190
61770	embplant_pt	psbC,psbD	psbD>>psbC>>60528	psbD>>psbC>>60528	psbD(362-1423,embplant_pt)>>psbC(1371-2743,embplant_pt)>>60528
61818	embplant_pt	rps12_2	rps12_2>>61404	rps12_2>>61404	rps12_2(1-616,embplant_pt)>>61404
61824	embplant_pt	rpoC2	rpoC2>>61856	rpoC2>>61856	rpoC2(1-888,embplant_pt)>>61856
61856	embplant_pt	atpA,atpF,atpH,atpI,matK,psbA,psbI,psbK,rpoC2,rps16,rps2	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>61310	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>61310	rpoC2(1-2103,embplant_pt)>>rps2(2330-3035,embplant_pt)>>atpI(3272-4015,embplant_pt)>>atpH(5101-5346,embplant_pt)>>atpF(5732-7001,embplant_pt)>>atpA(7066-8589,embplant_pt)>>psbI(10724-10834,embplant_pt)>>psbK(11225-11410,embplant_pt)>>rps16(12513-13659,embplant_pt)>>matK(15232-16677,embplant_pt)>>psbA(17322-18380,embplant_pt)>>61310
61862	embplant_pt	ndhJ	ndhJ>>61230	ndhJ>>61230	ndhJ(1-467,embplant_pt)>>61230
61868	embplant_pt	rrn23	rrn23>>61398	rrn23>>61398	rrn23(1-189,embplant_pt)>>61398
61880	embplant_mt;embplant_pt	rrnS;rps12_2,rrn16	rps12_2>>rrn16>>rrnS>>59922	rps12_2>>rrn16>>rrnS>>59922	rps12_2(1-224,embplant_pt)>>rrn16(2144-3634,embplant_pt)>>rrnS(2357-3510,embplant_mt)>>59922
61892	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>61258	rrn23>>rrnL>>61258	rrn23(1-382,embplant_pt)>>rrnL(10-288,embplant_mt)>>61258
61910	embplant_pt	rpoC1,rpoC2	rpoC2>>rpoC1>>60390	rpoC2>>rpoC1>>60390	rpoC2(1-1055,embplant_pt)>>rpoC1(1255-1495,embplant_pt)>>60390
61916	embplant_pt	psbB	psbB>>16468	psbB>>16468	psbB(1-907,embplant_pt)>>16468
61922	embplant_pt	ycf3	ycf3>>59834	ycf3>>59834	ycf3(37-1776,embplant_pt)>>59834
61940	embplant_pt	psaA	psaA>>3816	psaA>>3816	psaA(1-405,embplant_pt)>>3816
61952	embplant_pt	ycf2	ycf2>>61286	ycf2>>61286	ycf2(3-787,embplant_pt)>>61286
61958	embplant_pt	rbcL	rbcL>>61230	rbcL>>61230	rbcL(1-214,embplant_pt)>>61230
61964	embplant_pt	ndhB	ndhB>>61422	ndhB>>61422	ndhB(1-803,embplant_pt)>>61422
61970	embplant_pt	rbcL	rbcL>>59882	rbcL>>59882	rbcL(782-1527,embplant_pt)>>59882
61976	embplant_pt	psaA	psaA>>60434	psaA>>60434	psaA(1-1195,embplant_pt)>>60434
61982	embplant_pt	ycf1	ycf1>>61258	ycf1>>61258	ycf1(20-774,embplant_pt)>>61258
9734	embplant_pt	rps4	rps4>>61144	rps4>>61144	rps4(1-312,embplant_pt)>>61144
