EDGE	database	loci	loci_gene_sequential	loci_sequential	details
1042476	embplant_mt	atp9	atp9>>12208780	atp9>>12208780	atp9(1-161,embplant_mt)>>12208780
105944	embplant_pt	rbcL	rbcL>>12661664	rbcL>>12661664	rbcL(1-277,embplant_pt)>>12661664
11372690	embplant_pt	psaA	psaA>>12662718	psaA>>12662718	psaA(1-75,embplant_pt)>>12662718
11463524	embplant_pt	rps4	rps4>>12185406	rps4>>12185406	rps4(940-1113,embplant_pt)>>12185406
11527512	embplant_pt	psbB	psbB>>12600064	psbB>>12600064	psbB(1-266,embplant_pt)>>12600064
11538826	embplant_pt	rps4	rps4>>11604734	rps4>>11604734	rps4(22-142,embplant_pt)>>11604734
11572400	embplant_pt	ndhK	ndhK>>12651618	ndhK>>12651618	ndhK(68-265,embplant_pt)>>12651618
11598470	embplant_pt	rps4	rps4>>11538826	rps4>>11538826	rps4(1-312,embplant_pt)>>11538826
11604734	embplant_pt	rps4	rps4>>11538826	rps4>>11538826	rps4(1-311,embplant_pt)>>11538826
11626846	embplant_pt	ycf2	ycf2>>12661588	ycf2>>12661588	ycf2(1-591,embplant_pt)>>12661588
11698592	embplant_pt	rrn23	rrn23>>12650966	rrn23>>12650966	rrn23(3993-4476,embplant_pt)>>12650966
11699742	embplant_pt	ycf2	ycf2>>12217492	ycf2>>12217492	ycf2(1-168,embplant_pt)>>12217492
11714154	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>12656094	rps13>>rrn23>>12656094	rps13(182-532,embplant_mt)>>rrn23(828-902,embplant_pt)>>12656094
11745200	embplant_pt	rpoC2	rpoC2>>12647962	rpoC2>>12647962	rpoC2(1-300,embplant_pt)>>12647962
11854222	embplant_pt	ycf3	ycf3>>12656344	ycf3>>12656344	ycf3(31-175,embplant_pt)>>12656344
11862628	embplant_pt	rbcL	rbcL>>12661664	rbcL>>12661664	rbcL(1-609,embplant_pt)>>12661664
11917148	embplant_mt	rrn5	rrn5>>844112	rrn5>>844112	rrn5(6144-6259,embplant_mt)>>844112
11985348	embplant_pt	rpoC1	rpoC1>>12634042	rpoC1>>12634042	rpoC1(6-383,embplant_pt)>>12634042
11994088	embplant_pt	psaA	psaA>>12662718	psaA>>12662718	psaA(1-291,embplant_pt)>>12662718
12012832	embplant_pt	psbC	psbC>>12194446	psbC>>12194446	psbC(1-124,embplant_pt)>>12194446
12073368	embplant_mt	cox2	cox2>>691108	cox2>>691108	cox2(155-3233,embplant_mt)>>691108
12137166	embplant_pt	ycf2	ycf2>>3396932	ycf2>>3396932	ycf2(1-287,embplant_pt)>>3396932
12143400	embplant_mt	nad3,rps12,sdh3	sdh3>>nad3>>rps12>>12656344	sdh3>>nad3>>rps12>>12656344	sdh3(1-174,embplant_mt)>>nad3(767-1123,embplant_mt)>>rps12(1172-1549,embplant_mt)>>12656344
12150532	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>12661588	ndhB>>ycf15>>ycf2>>12661588	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>12661588
12150958	embplant_pt	psaA	psaA>>12658338	psaA>>12658338	psaA(8-323,embplant_pt)>>12658338
12155156	embplant_pt	rbcL	rbcL>>491172	rbcL>>491172	rbcL(1-289,embplant_pt)>>491172
12159406	embplant_mt	rpl16,rps3,rps4	rps4>>rps3>>rpl16>>844112	rps4>>rps3>>rpl16>>844112	rps4(3527-4540,embplant_mt)>>rps3(5009-8177,embplant_mt)>>rpl16(8023-8580,embplant_mt)>>844112
12162010	embplant_pt	rps4	rps4>>12185406	rps4>>12185406	rps4(1283-1451,embplant_pt)>>12185406
12163354	embplant_mt;embplant_pt	sdh3;ycf2	ycf2>>sdh3>>2977734	ycf2>>sdh3>>2977734	ycf2(6-185,embplant_pt)>>sdh3(1338-1540,embplant_mt)>>2977734
12169788	embplant_mt	cob,nad7,rpl5,rps14	nad7>>cob>>rps14>>rpl5>>11446624	nad7>>cob>>rps14>>rpl5>>11446624	nad7(9024-13816,embplant_mt)>>cob(15756-16919,embplant_mt)>>rps14(21099-21401,embplant_mt)>>rpl5(21403-21957,embplant_mt)>>11446624
12171600	embplant_pt	rpl23	rpl23>>12178328	rpl23>>12178328	rpl23(136-417,embplant_pt)>>12178328
12178328	embplant_pt	rpl2	rpl2>>12306998	rpl2>>12306998	rpl2(85-159,embplant_pt)>>12306998
