EDGE	database	loci	loci_gene_sequential	loci_sequential	details
2033470	embplant_mt	sdh3	sdh3>>8302106	sdh3>>8302106	sdh3(11-162,embplant_mt)>>8302106
7830260	embplant_pt	rps4	rps4>>8973712	rps4>>8973712	rps4(940-1113,embplant_pt)>>8973712
7962334	embplant_pt	ycf2	ycf2>>8800608	ycf2>>8800608	ycf2(1-591,embplant_pt)>>8800608
8017592	embplant_pt	rrn23	rrn23>>8977362	rrn23>>8977362	rrn23(3993-4476,embplant_pt)>>8977362
8029350	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>8794738	rps13>>rrn23>>8794738	rps13(182-532,embplant_mt)>>rrn23(828-902,embplant_pt)>>8794738
8134358	embplant_pt	ycf3	ycf3>>8976714	ycf3>>8976714	ycf3(31-175,embplant_pt)>>8976714
8181674	embplant_mt	rrn5	rrn5>>577084	rrn5>>577084	rrn5(6144-6259,embplant_mt)>>577084
8302106	embplant_mt	nad3,rps12,sdh3	rps12>>nad3>>sdh3>>2033470	rps12>>nad3>>sdh3>>2033470	rps12(8243-8620,embplant_mt)>>nad3(8669-9025,embplant_mt)>>sdh3(9618-9791,embplant_mt)>>2033470
8357578	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>8800608	ndhB>>ycf15>>ycf2>>8800608	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>8800608
8361194	embplant_pt	rbcL	rbcL>>8977672	rbcL>>8977672	rbcL(1-289,embplant_pt)>>8977672
8362620	embplant_mt	nad4	nad4	nad4	nad4(2099-6999,embplant_mt)
8364504	embplant_mt	rpl16,rps3,rps4	rps4>>rps3>>rpl16>>577084	rps4>>rps3>>rpl16>>577084	rps4(3527-4540,embplant_mt)>>rps3(5009-8177,embplant_mt)>>rpl16(8023-8580,embplant_mt)>>577084
8366116	embplant_pt	ycf1	ycf1>>8803256	ycf1>>8803256	ycf1(2-1509,embplant_pt)>>8803256
8366538	embplant_pt	rps4	rps4>>8973712	rps4>>8973712	rps4(1283-1451,embplant_pt)>>8973712
8367522	embplant_mt;embplant_pt	sdh3;ycf2	ycf2>>sdh3>>2033470	ycf2>>sdh3>>2033470	ycf2(6-185,embplant_pt)>>sdh3(1338-1540,embplant_mt)>>2033470
8372410	embplant_mt	cob,nad7,rpl5,rps14	nad7>>cob>>rps14>>rpl5>>7816696	nad7>>cob>>rps14>>rpl5>>7816696	nad7(9024-13816,embplant_mt)>>cob(15756-16919,embplant_mt)>>rps14(21099-21401,embplant_mt)>>rpl5(21403-21957,embplant_mt)>>7816696
8375624	embplant_pt	ycf3	ycf3>>768290	ycf3>>768290	ycf3(31-182,embplant_pt)>>768290
8382206	embplant_mt	ND5,nad1,nad5,rps10	nad5>>ND5>>nad5>>nad1>>rps10>>471874	nad5>>ND5>>nad5>>nad1>>rps10>>471874	nad5(18706-19923,embplant_mt)>>ND5(18706-20981,embplant_mt)>>nad5(20752-20981,embplant_mt)>>nad1(21108-23764,embplant_mt)>>rps10(28801-29875,embplant_mt)>>471874
8388212	embplant_mt;embplant_pt	atp1,ccmFC,ccmFc;atpA	atp1>>atpA>>ccmFc>>ccmFC>>ccmFc>>ccmFC	atp1>>atpA>>ccmFc>>ccmFC>>ccmFc>>ccmFC	atp1(4269-5785,embplant_mt)>>atpA(5080-5510,embplant_pt)>>ccmFc(8159-8925,embplant_mt)>>ccmFC(8159-8925,embplant_mt)>>ccmFc(9872-10420,embplant_mt)>>ccmFC(9875-10419,embplant_mt)
8401694	embplant_mt	nad1	nad1	nad1	nad1(2155-2413,embplant_mt)
8402608	embplant_mt;embplant_pt	matR,mttB,nad1,tatC;psaB	nad1>>matR>>mttB>>tatC>>psaB>>8973386	nad1>>matR>>mttB>>tatC>>psaB>>8973386	nad1(265-650,embplant_mt)>>matR(1016-3601,embplant_mt)>>mttB(4283-5085,embplant_mt)>>tatC(4334-5031,embplant_mt)>>psaB(10213-10284,embplant_pt)>>8973386
8402976	embplant_pt	psbZ,rrn23	rrn23>>psbZ>>8973058	rrn23>>psbZ>>8973058	rrn23(1-75,embplant_pt)>>psbZ(12966-13085,embplant_pt)>>8973058
8403254	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>577084	rrnS>>rrn16>>rrnS>>577084	rrnS(20757-22018,embplant_mt)>>rrn16(21013-21871,embplant_pt)>>rrnS(22129-22670,embplant_mt)>>577084
8404066	embplant_pt	rps12_2,rps4	rps12_2>>rps4>>8770502	rps12_2>>rps4>>8770502	rps12_2(1-91,embplant_pt)>>rps4(7513-7625,embplant_pt)>>8770502
8408690	embplant_pt	ycf2	ycf2>>8800608	ycf2>>8800608	ycf2(1-587,embplant_pt)>>8800608
8412486	embplant_pt	psbC,rbcL	psbC>>rbcL>>8977668	psbC>>rbcL>>8977668	psbC(1-124,embplant_pt)>>rbcL(24982-25096,embplant_pt)>>8977668
8420228	embplant_mt;embplant_pt	nad9;rps12_2	rps12_2>>nad9>>8989882	rps12_2>>nad9>>8989882	rps12_2(4-75,embplant_pt)>>nad9(3375-3947,embplant_mt)>>8989882
8447140	embplant_mt	atp8,cox3,sdh4	atp8>>cox3>>sdh4>>8977362	atp8>>cox3>>sdh4>>8977362	atp8(70-549,embplant_mt)>>cox3(2838-3635,embplant_mt)>>sdh4(3563-3947,embplant_mt)>>8977362
8461038	embplant_mt	rpl2	rpl2>>768290	rpl2>>768290	rpl2(15350-16326,embplant_mt)>>768290
