EDGE	database	loci	loci_gene_sequential	loci_sequential	details
11284	embplant_pt	psaA	psaA>>55746	psaA>>55746	psaA(1-144,embplant_pt)>>55746
11616	embplant_pt	ycf2	ycf2>>14518	ycf2>>14518	ycf2(1-251,embplant_pt)>>14518
1368	embplant_pt	rpl2	rpl2>>54954	rpl2>>54954	rpl2(1-75,embplant_pt)>>54954
14128	embplant_pt	ndhB	ndhB>>55770	ndhB>>55770	ndhB(1-315,embplant_pt)>>55770
14204	embplant_pt	rrn23	rrn23>>55722	rrn23>>55722	rrn23(491-565,embplant_pt)>>55722
14518	embplant_pt	ycf2	ycf2>>54848	ycf2>>54848	ycf2(1-114,embplant_pt)>>54848
14880	embplant_pt	psbB	psbB>>55716	psbB>>55716	psbB(1-266,embplant_pt)>>55716
15386	embplant_pt	rpoC1	rpoC1>>55710	rpoC1>>55710	rpoC1(1-375,embplant_pt)>>55710
1554	embplant_pt	rps12_2	rps12_2>>55624	rps12_2>>55624	rps12_2(360-450,embplant_pt)>>55624
256	embplant_pt	rrn23	rrn23>>55674	rrn23>>55674	rrn23(307-790,embplant_pt)>>55674
3410	embplant_pt	psaA	psaA>>55782	psaA>>55782	psaA(1-216,embplant_pt)>>55782
3412	embplant_pt	psaA	psaA>>55782	psaA>>55782	psaA(1-75,embplant_pt)>>55782
3452	embplant_pt	psaA	psaA>>55564	psaA>>55564	psaA(1-316,embplant_pt)>>55564
464	embplant_pt	rbcL	rbcL>>55764	rbcL>>55764	rbcL(1-277,embplant_pt)>>55764
48154	embplant_pt	psbZ	psbZ>>55028	psbZ>>55028	psbZ(226-345,embplant_pt)>>55028
48176	embplant_pt	rps12_2	rps12_2>>55624	rps12_2>>55624	rps12_2(248-319,embplant_pt)>>55624
48650	embplant_pt	rrn16	rrn16	rrn16	rrn16(416-688,embplant_pt)
49844	embplant_pt	rps4	rps4>>54978	rps4>>54978	rps4(446-619,embplant_pt)>>54978
50826	embplant_pt	rps4	rps4>>51612	rps4>>51612	rps4(22-142,embplant_pt)>>51612
51244	embplant_pt	ndhK	ndhK>>55668	ndhK>>55668	ndhK(68-265,embplant_pt)>>55668
51612	embplant_pt	rps4	rps4>>50826	rps4>>50826	rps4(1-311,embplant_pt)>>50826
51856	embplant_pt	ycf2	ycf2>>55758	ycf2>>55758	ycf2(1-591,embplant_pt)>>55758
