EDGE	database	loci	loci_gene_sequential	loci_sequential	details
120836	embplant_pt	rrn16	rrn16	rrn16	rrn16(281-553,embplant_pt)
125170	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(1-529,embplant_mt)>>atpA(94-317,embplant_pt)
128630	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16	rrnS>>rrn16	rrnS(105-873,embplant_mt)>>rrn16(252-708,embplant_pt)
133106	embplant_pt	rpoC1	rpoC1	rpoC1	rpoC1(125-616,embplant_pt)
137754	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>138340	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>138340	ndhF(306-1679,embplant_pt)>>rpl32(2105-2258,embplant_pt)>>ccsA(3324-4275,embplant_pt)>>ndhD(4534-6036,embplant_pt)>>psaC(6156-6401,embplant_pt)>>ndhE(6651-6953,embplant_pt)>>ndhG(7173-7698,embplant_pt)>>ndhI(8081-8554,embplant_pt)>>ndhA(8628-10642,embplant_pt)>>ndhH(10667-11848,embplant_pt)>>rps15(11946-12178,embplant_pt)>>ycf1(12597-16951,embplant_pt)>>138340
137876	embplant_pt	ndhF	ndhF>>137754	ndhF>>137754	ndhF(95-660,embplant_pt)>>137754
138340	embplant_mt;embplant_pt	rrnL;rrn23,rrn4.5,rrn5,ycf1	rrn23>>rrnL>>rrn4.5>>rrn5>>ycf1>>137876	rrn23>>rrnL>>rrn4.5>>rrn5>>ycf1>>137876	rrn23(1-2699,embplant_pt)>>rrnL(1522-2668,embplant_mt)>>rrn4.5(2800-2901,embplant_pt)>>rrn5(3126-3246,embplant_pt)>>ycf1(4531-5285,embplant_pt)>>137876
138744	embplant_pt	atpA,atpF,atpH,atpI,matK,psbA,psbI,psbK,rpoC1,rpoC2,rps16,rps2	rpoC1>>rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>139216	rpoC1>>rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>139216	rpoC1(114-1888,embplant_pt)>>rpoC2(2088-6210,embplant_pt)>>rps2(6437-7142,embplant_pt)>>atpI(7379-8122,embplant_pt)>>atpH(9208-9453,embplant_pt)>>atpF(9839-11108,embplant_pt)>>atpA(11173-12696,embplant_pt)>>psbI(14831-14941,embplant_pt)>>psbK(15332-15517,embplant_pt)>>rps16(16620-17766,embplant_pt)>>matK(19339-20784,embplant_pt)>>psbA(21429-22487,embplant_pt)>>139216
139196	embplant_pt	accD,cemA,clpP,infA,petA,petB,petD,petG,psaI,psaJ,psbB,psbE,psbF,psbH,psbJ,psbL,psbN,psbT,rpl14,rpl16,rpl20,rpl22,rpl33,rpl36,rpoA,rps11,rps12_1,rps18,rps19,rps3,rps8,ycf4	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>139220	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>139220	rps19(41-318,embplant_pt)>>rpl22(417-719,embplant_pt)>>rps3(793-1446,embplant_pt)>>rpl16(2358-2843,embplant_pt)>>rpl14(2984-3352,embplant_pt)>>rps8(3557-3959,embplant_pt)>>infA(4075-4308,embplant_pt)>>rpl36(4405-4518,embplant_pt)>>rps11(4625-5036,embplant_pt)>>rpoA(5115-6110,embplant_pt)>>petD(6311-7557,embplant_pt)>>petB(7772-9161,embplant_pt)>>psbH(9278-9498,embplant_pt)>>psbN(9610-9740,embplant_pt)>>psbT(9802-9908,embplant_pt)>>psbB(10101-11627,embplant_pt)>>clpP(12089-14121,embplant_pt)>>rps12_1(14258-14371,embplant_pt)>>rpl20(15188-15545,embplant_pt)>>rps18(15822-16127,embplant_pt)>>rpl33(16274-16480,embplant_pt)>>psaJ(16951-17085,embplant_pt)>>petG(17791-17904,embplant_pt)>>psbE(19051-19302,embplant_pt)>>psbF(19317-19436,embplant_pt)>>psbL(19460-19576,embplant_pt)>>psbJ(19710-19832,embplant_pt)>>petA(20874-21836,embplant_pt)>>cemA(22046-22732,embplant_pt)>>ycf4(23604-24171,embplant_pt)>>psaI(24602-24712,embplant_pt)>>accD(25459-26286,embplant_pt)>>139220
139216	embplant_mt;embplant_pt	rrnS;ndhB,rpl2,rpl23,rps12_2,rps7,rrn16,rrn23,ycf15,ycf2	rpl2>>rpl23>>ycf2>>ycf15>>ndhB>>rps7>>rps12_2>>rrn16>>rrnS>>rrn23>>138340	rpl2>>rpl23>>ycf2>>ycf15>>ndhB>>rps7>>rps12_2>>rrn16>>rrnS>>rrn23>>138340	rpl2(95-1585,embplant_pt)>>rpl23(1612-1893,embplant_pt)>>ycf2(2221-9071,embplant_pt)>>ycf15(9187-9289,embplant_pt)>>ndhB(10367-12523,embplant_pt)>>rps7(12848-13315,embplant_pt)>>rps12_2(13369-14162,embplant_pt)>>rrn16(16082-17572,embplant_pt)>>rrnS(16295-17158,embplant_mt)>>rrn23(19997-20185,embplant_pt)>>138340
139220	embplant_pt	atpB,atpE,ndhC,ndhJ,ndhK,petN,psaA,psaB,psbC,psbD,psbM,psbZ,rbcL,rpoB,rpoC1,rps14,rps4,ycf3	rbcL>>atpB>>atpE>>ndhC>>ndhK>>ndhJ>>rps4>>ycf3>>psaA>>psaB>>psaA>>rps14>>psbZ>>psbC>>psbD>>psbM>>petN>>rpoB>>rpoC1>>138744	rbcL>>atpB>>atpE>>ndhC>>ndhK>>ndhJ>>rps4>>ycf3>>psaA>>psaB>>psaA>>rps14>>psbZ>>psbC>>psbD>>psbM>>petN>>rpoB>>rpoC1>>138744	rbcL(1259-2677,embplant_pt)>>atpB(3450-4946,embplant_pt)>>atpE(4943-5332,embplant_pt)>>ndhC(7097-7459,embplant_pt)>>ndhK(7429-8190,embplant_pt)>>ndhJ(8289-8767,embplant_pt)>>rps4(11457-12062,embplant_pt)>>ycf3(13312-15236,embplant_pt)>>psaA(15979-18231,embplant_pt)>>psaB(18257-20461,embplant_pt)>>psaA(19020-19161,embplant_pt)>>rps14(20584-20886,embplant_pt)>>psbZ(21591-21779,embplant_pt)>>psbC(22414-23835,embplant_pt)>>psbD(23783-24844,embplant_pt)>>psbM(26191-28046,embplant_pt)>>petN(28911-29000,embplant_pt)>>rpoB(31060-34270,embplant_pt)>>rpoC1(34299-35152,embplant_pt)>>138744
31828	embplant_pt	rrn23	rrn23	rrn23	rrn23(1-484,embplant_pt)
