EDGE	database	loci	loci_gene_sequential	loci_sequential	details
1011878	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-370,embplant_pt)
5499426	embplant_pt	rps4	rps4>>6395976	rps4>>6395976	rps4(940-1113,embplant_pt)>>6395976
5596178	embplant_mt	matR	matR	matR	matR(68-1463,embplant_mt)
5600474	embplant_pt	ycf2	ycf2>>6243734	ycf2>>6243734	ycf2(1-591,embplant_pt)>>6243734
5632270	embplant_pt	rps4	rps4>>6218704	rps4>>6218704	rps4(528-640,embplant_pt)>>6218704
5641636	embplant_pt	rrn23	rrn23>>6399556	rrn23>>6399556	rrn23(3993-4476,embplant_pt)>>6399556
5650184	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>6239916	rps13>>rrn23>>6239916	rps13(182-532,embplant_mt)>>rrn23(828-902,embplant_pt)>>6239916
5676856	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(139-680,embplant_mt)>>rrn16(307-568,embplant_pt)>>rrnS(791-2052,embplant_mt)>>rrn16(938-1796,embplant_pt)
5678476	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
5726816	embplant_pt	ycf3	ycf3>>6398928	ycf3>>6398928	ycf3(31-175,embplant_pt)>>6398928
5810770	embplant_mt	rpl2	rpl2	rpl2	rpl2(3804-4010,embplant_mt)
5845316	embplant_pt	rbcL	rbcL>>6399834	rbcL>>6399834	rbcL(2252-2366,embplant_pt)>>6399834
5851658	embplant_pt	rrn23	rrn23>>6239916	rrn23>>6239916	rrn23(2461-2535,embplant_pt)>>6239916
5854170	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-75,embplant_pt)
5890588	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>6243734	ndhB>>ycf15>>ycf2>>6243734	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>6243734
5893232	embplant_pt	rbcL	rbcL>>6399798	rbcL>>6399798	rbcL(1-289,embplant_pt)>>6399798
5896828	embplant_pt	ycf1	ycf1>>6247654	ycf1>>6247654	ycf1(2-1509,embplant_pt)>>6247654
5897134	embplant_pt	rps4	rps4>>6395976	rps4>>6395976	rps4(1283-1451,embplant_pt)>>6395976
5900622	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
