EDGE	database	loci	loci_gene_sequential	loci_sequential	details
1325000	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-370,embplant_pt)
1446716	embplant_mt	rrn5	rrn5>>531902	rrn5>>531902	rrn5(383-498,embplant_mt)>>531902
7115572	embplant_pt	rrn23	rrn23	rrn23	rrn23(1-484,embplant_pt)
7206544	embplant_pt	rps4	rps4>>8280638	rps4>>8280638	rps4(940-1113,embplant_pt)>>8280638
7321320	embplant_mt	matR	matR	matR	matR(263-2016,embplant_mt)
7326428	embplant_pt	ycf2	ycf2>>8111420	ycf2>>8111420	ycf2(1-591,embplant_pt)>>8111420
7363298	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(739-2255,embplant_mt)>>atpA(1014-1444,embplant_pt)
7387594	embplant_mt;embplant_pt	rps13;rrn23	rps13>>rrn23>>8105330	rps13>>rrn23>>8105330	rps13(182-532,embplant_mt)>>rrn23(828-902,embplant_pt)>>8105330
7390104	embplant_pt	rps12_2	rps12_2	rps12_2	rps12_2(4-75,embplant_pt)
7411094	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
7423006	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
7483704	embplant_pt	ycf3	ycf3>>8283594	ycf3>>8283594	ycf3(31-175,embplant_pt)>>8283594
7503982	embplant_mt	nad9	nad9	nad9	nad9(1-287,embplant_mt)
7516780	embplant_pt	ycf3	ycf3>>2080692	ycf3>>2080692	ycf3(1923-2074,embplant_pt)>>2080692
7567054	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(139-680,embplant_mt)>>rrn16(307-568,embplant_pt)>>rrnS(791-2052,embplant_mt)>>rrn16(938-1796,embplant_pt)
7589470	embplant_mt	rpl2	rpl2	rpl2	rpl2(3080-3808,embplant_mt)
7632600	embplant_pt	rbcL	rbcL>>8284524	rbcL>>8284524	rbcL(1552-1666,embplant_pt)>>8284524
7640508	embplant_pt	rrn23	rrn23>>8105330	rrn23>>8105330	rrn23(1979-2053,embplant_pt)>>8105330
7643658	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-75,embplant_pt)
7667402	embplant_mt	cox1	cox1	cox1	cox1(1250-2098,embplant_mt)
7689004	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>8111420	ndhB>>ycf15>>ycf2>>8111420	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>8111420
7692358	embplant_pt	rbcL	rbcL>>8284528	rbcL>>8284528	rbcL(1-289,embplant_pt)>>8284528
7696892	embplant_pt	ycf1	ycf1>>8113822	ycf1>>8113822	ycf1(2-1509,embplant_pt)>>8113822
7697272	embplant_pt	rps4	rps4>>8280638	rps4>>8280638	rps4(1283-1451,embplant_pt)>>8280638
7698186	embplant_pt	ycf2	ycf2	ycf2	ycf2(6-185,embplant_pt)
7703684	embplant_pt	psaB	psaB>>8280338	psaB>>8280338	psaB(1341-1412,embplant_pt)>>8280338
7704180	embplant_pt	rpoC1	rpoC1	rpoC1	rpoC1(125-901,embplant_pt)
7732090	embplant_pt	rps12_2	rps12_2	rps12_2	rps12_2(1-91,embplant_pt)
7736402	embplant_pt	ycf2	ycf2>>8111420	ycf2>>8111420	ycf2(1-587,embplant_pt)>>8111420
7803400	embplant_mt;embplant_pt	rrnL;rrn23,rrn4.5,rrn5	rrn5>>rrn4.5>>rrn23>>rrnL>>8105330	rrn5>>rrn4.5>>rrn23>>rrnL>>8105330	rrn5(984-1104,embplant_pt)>>rrn4.5(1329-1430,embplant_pt)>>rrn23(1531-2263,embplant_pt)>>rrnL(1562-2081,embplant_mt)>>8105330
7806578	embplant_mt;embplant_pt	rrnL;rrn16	rrnL>>rrn16	rrnL>>rrn16	rrnL(23-387,embplant_mt)>>rrn16(1598-1870,embplant_pt)
7842044	embplant_pt	ndhB	ndhB>>8112366	ndhB>>8112366	ndhB(245-661,embplant_pt)>>8112366
7852710	embplant_pt	infA,petB,petD,psbH,psbN,psbT,rpl14,rpl16,rpl22,rpl36,rpoA,rps11,rps19,rps3,rps8	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>8283540	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>8283540	rps19(41-318,embplant_pt)>>rpl22(417-719,embplant_pt)>>rps3(793-1446,embplant_pt)>>rpl16(2358-2843,embplant_pt)>>rpl14(2984-3352,embplant_pt)>>rps8(3557-3959,embplant_pt)>>infA(4075-4308,embplant_pt)>>rpl36(4405-4518,embplant_pt)>>rps11(4625-5036,embplant_pt)>>rpoA(5115-6110,embplant_pt)>>petD(6311-7557,embplant_pt)>>petB(7772-9161,embplant_pt)>>psbH(9278-9498,embplant_pt)>>psbN(9610-9740,embplant_pt)>>psbT(9802-9908,embplant_pt)>>8283540
7928452	embplant_pt	accD,cemA,clpP,petA,petG,psaI,psaJ,psbB,psbE,psbF,psbJ,psbL,rpl20,rpl33,rps12_1,rps18,ycf4	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>8284528	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>8284528	psbB(1-166,embplant_pt)>>clpP(628-2660,embplant_pt)>>rps12_1(2797-2910,embplant_pt)>>rpl20(3727-4084,embplant_pt)>>rps18(4361-4666,embplant_pt)>>rpl33(4813-5019,embplant_pt)>>psaJ(5490-5624,embplant_pt)>>petG(6330-6443,embplant_pt)>>psbE(7590-7841,embplant_pt)>>psbF(7856-7975,embplant_pt)>>psbL(7999-8115,embplant_pt)>>psbJ(8249-8371,embplant_pt)>>petA(9413-10375,embplant_pt)>>cemA(10585-11271,embplant_pt)>>ycf4(12143-12710,embplant_pt)>>psaI(13141-13251,embplant_pt)>>accD(13998-14825,embplant_pt)>>8284528
8072278	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>707858	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>707858	ndhF(428-1801,embplant_pt)>>rpl32(2227-2380,embplant_pt)>>ccsA(3446-4397,embplant_pt)>>ndhD(4656-6158,embplant_pt)>>psaC(6278-6523,embplant_pt)>>ndhE(6773-7075,embplant_pt)>>ndhG(7295-7820,embplant_pt)>>ndhI(8203-8676,embplant_pt)>>ndhA(8750-10764,embplant_pt)>>ndhH(10789-11970,embplant_pt)>>rps15(12068-12300,embplant_pt)>>ycf1(12719-15623,embplant_pt)>>707858
8079768	embplant_pt	ndhF	ndhF>>8072278	ndhF>>8072278	ndhF(95-480,embplant_pt)>>8072278
8082428	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>8284210	rrn23>>rrnL>>8284210	rrn23(1-1734,embplant_pt)>>rrnL(97-213,embplant_mt)>>8284210
8096694	embplant_pt	rps12_2	rps12_2>>8279524	rps12_2>>8279524	rps12_2(1-616,embplant_pt)>>8279524
8099916	embplant_pt	atpA,atpF,atpH,atpI,matK,psbA,psbI,psbK,rpoC2,rps16,rps2	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>8280340	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>8280340	rpoC2(1-2103,embplant_pt)>>rps2(2330-3035,embplant_pt)>>atpI(3272-4015,embplant_pt)>>atpH(5101-5346,embplant_pt)>>atpF(5732-7001,embplant_pt)>>atpA(7066-8589,embplant_pt)>>psbI(10724-10834,embplant_pt)>>psbK(11225-11410,embplant_pt)>>rps16(12513-13659,embplant_pt)>>matK(15232-16677,embplant_pt)>>psbA(17322-18380,embplant_pt)>>8280340
8102650	embplant_mt;embplant_pt	rrnS;rps12_2,rrn16	rps12_2>>rrn16>>rrnS>>8284210	rps12_2>>rrn16>>rrnS>>8284210	rps12_2(1-224,embplant_pt)>>rrn16(2144-3634,embplant_pt)>>rrnS(2357-3510,embplant_mt)>>8284210
8105330	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>7803400	rrn23>>rrnL>>7803400	rrn23(1-382,embplant_pt)>>rrnL(10-288,embplant_mt)>>7803400
8111420	embplant_pt	ycf2	ycf2>>7736402	ycf2>>7736402	ycf2(3-787,embplant_pt)>>7736402
8112366	embplant_pt	ndhB	ndhB>>7842044	ndhB>>7842044	ndhB(1-803,embplant_pt)>>7842044
8113822	embplant_pt	ycf1	ycf1>>7696892	ycf1>>7696892	ycf1(377-1131,embplant_pt)>>7696892
