EDGE	database	loci	loci_gene_sequential	loci_sequential	details
14143012	embplant_mt	rpl5	rpl5>>14060290	rpl5>>14060290	rpl5(68-622,embplant_mt)>>14060290
14199940	embplant_mt	nad7	nad7	nad7	nad7(671-813,embplant_mt)
14217966	embplant_mt	atp8	atp8>>14060290	atp8>>14060290	atp8(694-1173,embplant_mt)>>14060290
14245822	embplant_pt	ycf2	ycf2>>15333848	ycf2>>15333848	ycf2(1-591,embplant_pt)>>15333848
14322272	embplant_pt	rrn23	rrn23>>15617970	rrn23>>15617970	rrn23(3993-4476,embplant_pt)>>15617970
14358672	embplant_mt	ND5,nad4,nad5	nad4>>nad5>>ND5>>nad5>>ND5	nad4>>nad5>>ND5>>nad5>>ND5	nad4(823-911,embplant_mt)>>nad5(2253-2647,embplant_mt)>>ND5(2253-2647,embplant_mt)>>nad5(3665-3795,embplant_mt)>>ND5(3665-3786,embplant_mt)
14375054	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
14386630	embplant_mt	atp4	atp4	atp4	atp4(44-348,embplant_mt)
14387836	embplant_mt	rpl16,rps3	rps3>>rpl16	rps3>>rpl16	rps3(2-694,embplant_mt)>>rpl16(540-1097,embplant_mt)
14399406	embplant_pt	rps12_2	rps12_2	rps12_2	rps12_2(1-91,embplant_pt)
14461452	embplant_pt	rps4	rps4	rps4	rps4(1-174,embplant_pt)
14488582	embplant_pt	ycf3	ycf3>>15617784	ycf3>>15617784	ycf3(31-175,embplant_pt)>>15617784
14528754	embplant_mt	sdh4	sdh4	sdh4	sdh4(1-255,embplant_mt)
14556450	embplant_mt	rrn5	rrn5>>1038178	rrn5>>1038178	rrn5(6042-6157,embplant_mt)>>1038178
14619246	embplant_mt	ND2,nad2	nad2>>ND2	nad2>>ND2	nad2(1-2067,embplant_mt)>>ND2(1495-2067,embplant_mt)
14622632	embplant_pt	ycf3	ycf3	ycf3	ycf3(31-182,embplant_pt)
14631922	embplant_mt	nad4	nad4	nad4	nad4(224-738,embplant_mt)
14649596	embplant_mt	nad3,rps12,sdh3	sdh3>>nad3>>rps12	sdh3>>nad3>>rps12	sdh3(1-174,embplant_mt)>>nad3(767-1123,embplant_mt)>>rps12(1172-1549,embplant_mt)
14653868	embplant_mt	rpl2	rpl2	rpl2	rpl2(2985-3961,embplant_mt)
14698432	embplant_mt	nad1	nad1>>15337132	nad1>>15337132	nad1(302-560,embplant_mt)>>15337132
14704104	embplant_mt	ccmB	ccmB	ccmB	ccmB(1483-2111,embplant_mt)
14708306	embplant_pt	rps4	rps4	rps4	rps4(1259-1371,embplant_pt)
14720550	embplant_pt	rbcL	rbcL>>15618314	rbcL>>15618314	rbcL(2921-3035,embplant_pt)>>15618314
14733066	embplant_mt	ND2,nad2	nad2>>ND2	nad2>>ND2	nad2(8226-8323,embplant_mt)>>ND2(8226-8323,embplant_mt)
14737712	embplant_pt	rrn23	rrn23	rrn23	rrn23(1-75,embplant_pt)
14738678	embplant_mt	rps3,rps4	rps4>>rps3	rps4>>rps3	rps4(3527-4540,embplant_mt)>>rps3(5009-5082,embplant_mt)
14739294	embplant_mt	nad4	nad4	nad4	nad4(269-710,embplant_mt)
14803620	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16>>1038178	rrnS>>rrn16>>rrnS>>rrn16>>1038178	rrnS(1138-2399,embplant_mt)>>rrn16(1394-2252,embplant_pt)>>rrnS(2510-3051,embplant_mt)>>rrn16(2622-2883,embplant_pt)>>1038178
14803966	embplant_mt	rps10	rps10	rps10	rps10(140-1214,embplant_mt)
14807028	embplant_mt;embplant_pt	nad4L;ndhB	ndhB>>nad4L	ndhB>>nad4L	ndhB(1-75,embplant_pt)>>nad4L(6641-6943,embplant_mt)
14807602	embplant_pt	ndhB,ycf15,ycf2	ndhB>>ycf15>>ycf2>>15333848	ndhB>>ycf15>>ycf2>>15333848	ndhB(1-1087,embplant_pt)>>ycf15(2165-2267,embplant_pt)>>ycf2(2383-2815,embplant_pt)>>15333848
14812612	embplant_pt	rbcL	rbcL>>15618382	rbcL>>15618382	rbcL(1-289,embplant_pt)>>15618382
14816298	embplant_mt	atp6,nad6	nad6>>atp6>>15628916	nad6>>atp6>>15628916	nad6(502-1119,embplant_mt)>>atp6(2317-3080,embplant_mt)>>15628916
14820212	embplant_pt	rps4	rps4>>15602386	rps4>>15602386	rps4(1283-1451,embplant_pt)>>15602386
14821702	embplant_mt;embplant_pt	sdh3;ycf2	ycf2>>sdh3>>14972244	ycf2>>sdh3>>14972244	ycf2(6-185,embplant_pt)>>sdh3(1338-1540,embplant_mt)>>14972244
14825968	embplant_mt;embplant_pt	atp1,ccmFC,ccmFc;atpA	atp1>>atpA>>ccmFc>>ccmFC>>ccmFc>>ccmFC	atp1>>atpA>>ccmFc>>ccmFC>>ccmFc>>ccmFC	atp1(228-1744,embplant_mt)>>atpA(1039-1469,embplant_pt)>>ccmFc(4118-4884,embplant_mt)>>ccmFC(4118-4884,embplant_mt)>>ccmFc(5831-6379,embplant_mt)>>ccmFC(5834-6378,embplant_mt)
14830360	embplant_pt	psaB	psaB>>15602432	psaB>>15602432	psaB(2801-2872,embplant_pt)>>15602432
14831144	embplant_pt	rpoC1	rpoC1	rpoC1	rpoC1(125-901,embplant_pt)
14848582	embplant_mt	ND5,nad5	nad5>>ND5	nad5>>ND5	nad5(1876-2367,embplant_mt)>>ND5(1876-2366,embplant_mt)
14855206	embplant_mt	ND5,nad1,nad5	nad1>>nad5>>ND5>>nad5	nad1>>nad5>>ND5>>nad5	nad1(648-3304,embplant_mt)>>nad5(3431-3660,embplant_mt)>>ND5(3431-3661,embplant_mt)>>nad5(4489-4558,embplant_mt)
14855914	embplant_mt	cob,nad7	nad7>>cob	nad7>>cob	nad7(67-3816,embplant_mt)>>cob(5756-6919,embplant_mt)
14858252	embplant_mt	ND2,nad2	nad2>>ND2>>nad2>>ND2	nad2>>ND2>>nad2>>ND2	nad2(2624-3045,embplant_mt)>>ND2(2627-3016,embplant_mt)>>nad2(4224-4376,embplant_mt)>>ND2(4224-4376,embplant_mt)
14871836	embplant_mt	matR,mttB,tatC	matR>>mttB>>tatC	matR>>mttB>>tatC	matR(294-2879,embplant_mt)>>mttB(3561-4363,embplant_mt)>>tatC(3612-4309,embplant_mt)
14872320	embplant_pt	psbZ	psbZ>>15601708	psbZ>>15601708	psbZ(4014-4133,embplant_pt)>>15601708
14880314	embplant_pt	ycf2	ycf2>>15333848	ycf2>>15333848	ycf2(1-587,embplant_pt)>>15333848
14895564	embplant_mt;embplant_pt	nad9;rps12_2	rps12_2>>nad9>>15628918	rps12_2>>nad9>>15628918	rps12_2(4-75,embplant_pt)>>nad9(3375-3947,embplant_mt)>>15628918
14947380	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
14947906	embplant_mt	ND2,nad2	nad2>>ND2	nad2>>ND2	nad2(275-463,embplant_mt)>>ND2(275-459,embplant_mt)
14972244	embplant_mt	sdh3	sdh3	sdh3	sdh3(1-152,embplant_mt)
