EDGE	database	loci	loci_gene_sequential	loci_sequential	details
107590	embplant_pt	rbcL	rbcL>>12757314	rbcL>>12757314	rbcL(1-277,embplant_pt)>>12757314
1127624	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-75,embplant_pt)
11506854	embplant_pt	ycf3	ycf3>>3371910	ycf3>>3371910	ycf3(153-304,embplant_pt)>>3371910
11565474	embplant_pt	psaA	psaA>>12758388	psaA>>12758388	psaA(1-75,embplant_pt)>>12758388
11689134	embplant_pt	rps12_2	rps12_2>>12743646	rps12_2>>12743646	rps12_2(1011-1101,embplant_pt)>>12743646
11704982	embplant_pt	psbB	psbB>>12683106	psbB>>12683106	psbB(1-266,embplant_pt)>>12683106
11709110	embplant_mt	nad4	nad4	nad4	nad4(158-246,embplant_mt)
11715170	embplant_pt	rps4	rps4>>11774658	rps4>>11774658	rps4(22-142,embplant_pt)>>11774658
11745382	embplant_pt	ndhK	ndhK>>12748926	ndhK>>12748926	ndhK(68-265,embplant_pt)>>12748926
11768960	embplant_pt	rps4	rps4>>11715170	rps4>>11715170	rps4(1-312,embplant_pt)>>11715170
11774658	embplant_pt	rps4	rps4>>11715170	rps4>>11715170	rps4(1-311,embplant_pt)>>11715170
11778316	embplant_mt	ND5,nad5	nad5>>ND5>>nad5	nad5>>ND5>>nad5	nad5(1194-1324,embplant_mt)>>ND5(1203-1324,embplant_mt)>>nad5(2342-2417,embplant_mt)
11794624	embplant_pt	ycf2	ycf2>>12757308	ycf2>>12757308	ycf2(1-591,embplant_pt)>>12757308
11803410	embplant_mt	nad7	nad7	nad7	nad7(1091-1283,embplant_mt)
11852202	embplant_mt	nad7	nad7	nad7	nad7(1-95,embplant_mt)
11858426	embplant_pt	rps12_2	rps12_2>>12743646	rps12_2>>12743646	rps12_2(646-717,embplant_pt)>>12743646
11862440	embplant_pt	ycf2	ycf2>>12349666	ycf2>>12349666	ycf2(1-168,embplant_pt)>>12349666
11890834	embplant_mt	rpl16,rps3	rpl16>>rps3	rpl16>>rps3	rpl16(1492-2049,embplant_mt)>>rps3(1895-2170,embplant_mt)
11904926	embplant_pt	rpoC2	rpoC2>>12745402	rpoC2>>12745402	rpoC2(1-300,embplant_pt)>>12745402
11908262	embplant_mt	cox2	cox2	cox2	cox2(155-907,embplant_mt)
11924232	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
11975408	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(228-1658,embplant_mt)>>atpA(1039-1469,embplant_pt)
11983414	embplant_pt	rps4	rps4	rps4	rps4(1-174,embplant_pt)
12007112	embplant_pt	ycf3	ycf3>>12752504	ycf3>>12752504	ycf3(31-175,embplant_pt)>>12752504
12015136	embplant_pt	rbcL	rbcL>>12757314	rbcL>>12757314	rbcL(1-609,embplant_pt)>>12757314
12047292	embplant_pt	rps4	rps4	rps4	rps4(1536-1648,embplant_pt)
12117602	embplant_mt	cox1	cox1	cox1	cox1(373-1096,embplant_mt)
12120956	embplant_mt;embplant_pt	rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS>>rrn16>>rrnS>>rrn16	rrnS(139-680,embplant_mt)>>rrn16(307-568,embplant_pt)>>rrnS(791-2052,embplant_mt)>>rrn16(938-1796,embplant_pt)
12121404	embplant_mt	ND2,nad2	nad2>>ND2	nad2>>ND2	nad2(1-317,embplant_mt)>>ND2(5-317,embplant_mt)
12130670	embplant_pt	rpoC1	rpoC1>>12731494	rpoC1>>12731494	rpoC1(6-383,embplant_pt)>>12731494
12139048	embplant_pt	psaA	psaA>>12758388	psaA>>12758388	psaA(1-291,embplant_pt)>>12758388
