EDGE	database	loci	loci_gene_sequential	loci_sequential	details
10038876	embplant_pt	rps4	rps4>>10651724	rps4>>10651724	rps4(940-1113,embplant_pt)>>10651724
10052578	embplant_mt	rrnL	rrnL	rrnL	rrnL(377-640,embplant_mt)
10062868	embplant_mt	nad9	nad9	nad9	nad9(959-1531,embplant_mt)
10077344	embplant_pt	rps12_2	rps12_2>>11046918	rps12_2>>11046918	rps12_2(772-862,embplant_pt)>>11046918
10092016	embplant_pt	psbB	psbB>>11004796	psbB>>11004796	psbB(1-266,embplant_pt)>>11004796
10101438	embplant_pt	rps4	rps4>>10156200	rps4>>10156200	rps4(22-142,embplant_pt)>>10156200
10129276	embplant_pt	ndhK	ndhK>>11051564	ndhK>>11051564	ndhK(68-265,embplant_pt)>>11051564
10151030	embplant_pt	rps4	rps4>>10101438	rps4>>10101438	rps4(1-312,embplant_pt)>>10101438
10156200	embplant_pt	rps4	rps4>>10101438	rps4>>10101438	rps4(1-311,embplant_pt)>>10101438
10174644	embplant_pt	ycf2	ycf2>>11060212	ycf2>>11060212	ycf2(1-591,embplant_pt)>>11060212
10175706	embplant_mt	matR	matR	matR	matR(34-259,embplant_mt)
10182692	embplant_mt	nad7	nad7	nad7	nad7(1091-1283,embplant_mt)
10208272	embplant_mt;embplant_pt	rrnL;rrn23	rrnL>>rrn23	rrnL>>rrn23	rrnL(1-661,embplant_mt)>>rrn23(104-260,embplant_pt)
10221322	embplant_pt	rps4	rps4	rps4	rps4(892-1004,embplant_pt)
10232540	embplant_pt	rps12_2	rps12_2>>11046918	rps12_2>>11046918	rps12_2(646-717,embplant_pt)>>11046918
10236206	embplant_pt	ycf2	ycf2>>10679366	ycf2>>10679366	ycf2(1-168,embplant_pt)>>10679366
10240640	embplant_pt	psbZ	psbZ	psbZ	psbZ(1-120,embplant_pt)
10261972	embplant_mt	rpl16	rpl16	rpl16	rpl16(1246-1692,embplant_mt)
10274754	embplant_pt	rpoC2	rpoC2>>11050026	rpoC2>>11050026	rpoC2(1-300,embplant_pt)>>11050026
10277272	embplant_pt	psbC	psbC	psbC	psbC(1-124,embplant_pt)
10277822	embplant_mt	cox2	cox2	cox2	cox2(155-907,embplant_mt)
10292264	embplant_pt	ycf2	ycf2	ycf2	ycf2(1-75,embplant_pt)
10338616	embplant_mt;embplant_pt	atp1;atpA	atp1>>atpA	atp1>>atpA	atp1(228-1658,embplant_mt)>>atpA(1039-1469,embplant_pt)
10367850	embplant_pt	ycf3	ycf3>>11055404	ycf3>>11055404	ycf3(31-175,embplant_pt)>>11055404
10375076	embplant_pt	rbcL	rbcL>>11060340	rbcL>>11060340	rbcL(1-609,embplant_pt)>>11060340
10468198	embplant_mt	cox1	cox1	cox1	cox1(207-930,embplant_mt)
10472986	embplant_pt	psbT	psbT>>11004796	psbT>>11004796	psbT(961-1032,embplant_pt)>>11004796
10480156	embplant_pt	rpoC1	rpoC1>>11035494	rpoC1>>11035494	rpoC1(6-383,embplant_pt)>>11035494
10487704	embplant_pt	psaA	psaA>>11061298	psaA>>11061298	psaA(1-291,embplant_pt)>>11061298
10503712	embplant_pt	psbC	psbC>>10659494	psbC>>10659494	psbC(1-124,embplant_pt)>>10659494
10526366	embplant_pt	psaB	psaB>>11036840	psaB>>11036840	psaB(1143-1214,embplant_pt)>>11036840
10552080	embplant_pt	rbcL	rbcL>>11061824	rbcL>>11061824	rbcL(679-793,embplant_pt)>>11061824
10561800	embplant_pt	rrn23	rrn23>>11055228	rrn23>>11055228	rrn23(628-702,embplant_pt)>>11055228
10608696	embplant_pt	rrn16	rrn16	rrn16	rrn16(813-1085,embplant_pt)
10609920	embplant_pt	ycf2	ycf2>>2982048	ycf2>>2982048	ycf2(1-287,embplant_pt)>>2982048
10616534	embplant_mt;embplant_pt	rps13;rrn23	rrn23>>rps13	rrn23>>rps13	rrn23(1-75,embplant_pt)>>rps13(371-721,embplant_mt)
